상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,합친데이터,네이버키워드,naver_store_url,store_address,store_score,visitor_review,total_of_people_voted,리뷰 총인원
응응스크르,패스트푸드,아이스크림판매,제과점업,소사본동,37.4688580208819,126.800492969553,패스트푸드아이스크림판매제과점업,소사본동%20응응스크르,https://m.place.naver.com/restaurant/1605068286,경기 부천시 소사로102번길 55 소사청구아파트(상가),4.5,/집앞에 아이스크림 할인매장 잇어서 좋아요 냉동실에 그득그득 채워놧네요/맛있어요/좋아요/좋아요/편리해요/굿/좋아요/좋아요/굿/아이스크림 없었는데 오늘 가니 좀 있네요!,/4.5/272개 평점 126명 참여,72
뽀독,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4797188060013,126.797266672132,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20뽀독,https://m.place.naver.com/restaurant/36960478,경기 부천시 소삼로 47-1 푸르지오 아파트 상가 125호,4.46,"/털이 많이 엉켰었눈데 잘 풀어주시고 엄청 예쁘게 잘 잘라주셨어요!! 감사합둥/이게 7만 오천원짜리 커트는 좀 아닌 거 같음 ㅠㅠ/울집 탄이단골 미용실입니다.친절하고 깔끔해서 좋아요./항상 친절하고 강지에게 진심인것 같아요/강아지가 미용하고와서 다리를 30분동안 핥고 못오게 하길래 후레쉬 비춰서 봤더니 앞다리 관절쪽이 시뻘개져있었음. 미용하면서 충분히 이럴수있다 고 생각함 하지만 사장님이 전화받더니 전혀 모르는 얘기라며, 자기 직원아니고 프리랜서 미용사라고함. 직접 미용사랑 통화하라고 나몰라라.. 이게 말 이되는건지 이런 애견미용샵에서 미용받는 강아지도 안됐지만 일하시는 미용사분들도 일하는 가게에서 보호를 받지 못받는게 넘 안쓰러웠음 . (.../울집 막내 단골 미용실입니다./좋아요/좋아요~/울집 막내단골미용실입니다./울집 막내탄이가 이뻐졋네요",/4.46/83개 평점 72명 참여,40
카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4827328116336,126.795058769099,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페,https://m.place.naver.com/restaurant/1138407256,경기 부천시 은성로62번길 13 백암빌딩 101호,4.7,"/아빠 환갑 기념으로 떡케이크 주문했는데 너무 예쁘고 예쁜만큼 맛도 있었어요!!💓 단호박설기로 주문했는데 부모님도 많이 안 달고 담백하니 맛있다 고 하셨어요 :) 주인공 아빠 입맛 취향 저격✨ 떡이 촉촉하고 쫀득쫀득하니 씹을때마다 은은한 단호박 단맛이 나서 넘 매력적이더라구요ㅠㅠ 꽃 앙금도 예쁜데 부드럽고 적당한 단맛이 나서 넘 맛있었어요,, 떡이랑 앙금이랑 같이 한 입 먹으면 이 곳이 천국😇 떡케이크 처음 주문해봤는데 너무 만.../친구가 여기 케이크 너무 맛있고 부드럽다고 하길래 언제 한 번 먹어 버려야지 벼르고 있다가... 초코를 좋아하는 친구 생일에 오레오가나슈케이크 주문 했어요 🤤 완전 부드러운 크림 + 찐~한 가나슈 + 오레오 조합 진짜 미친 녀석이에요,,,,,, 저는 이렇게 보들보들 촉촉한 케이크 겨드랑이에 털 나고 첨 먹 어 봐요 🥰 저는 사실 초코를 별로 안 좋아하는 편인데도 이 미친 조합에 정신 놓고 와구와구 퍼 먹었고,,, 초코쟁이인 친구들은 지금까지 먹었던 .../항상 케이크 주문은 스윗하모니에서 해요😍!! 일단 사장님께서 너무 친절하시고 원하는대로 잘 만들어주셔서 올때마다 만족도 최상입니다👍🏻👍🏻 그리구 제가 주문한 케이크는 크림치즈?맛이었는데 케이크 속까지 알차게 맛있었어요 넘 감사합니다 또 방문할게요>_<♥️♥️/기존에 브랜드 카페에 비해 메뉴들이 다들 특색있어서 너무 좋았어요 :-) 특색이 있다고 해서 막 튀거나 독특하지도 않고 너무 맛있게 먹었습니다-! 사장님도 너무 친절하시고 메뉴들도 예쁘게 포장돼서 선물하기도 좋은 것 같아요! 저는 모카케이크랑 로투스케이크 먹었는데, 다음에는 기념일에 주문제작 해보려구요!! 기념일에 선물하기도, 가볍게 먹기에도 다 좋은 것 같아요 :-)/휘낭시에 맛집이에요!!! 레터링케익과 디저트맛집! 꼭 한번씩 가보셔요!!!/케이크 주문했는데 너무 예쁘고 너무 맛있어요!! 다른 디저트도 엄청 맛있어요 케이크나 디저트 별로 안좋아하시는 분들도 여기서 드시면 계속 생각나실거예요ㅠㅠㅠㅠ스윗 하모니 짱❤️❤️❤️❤️/색감도 너무 예쁘고 진짜 맛있어요!! 너무 달지도 않아서 특히 어른분들께 선물하기 좋을 것 같아요!!👍👍 사장님도 짱 친절하시구 최고입니당🥰/원하는대로 케이크 디자인이 예쁘게 나와서 1차 만족, 맛있어서 2차 만족, 가격도 합리적이어서 3차 만족,, 사장님도 친절하셔서 첫 주문 제작 케이크 기분좋게 성공했네요💖 다른 메뉴들도 많던데 다음에 또 주문해야겠어요!! 감사합니다 >,</사장님이 넘 넘 친절하시고 가게도 엄청 청결했어요 >__< 일단 케이크가 넘 예쁘고 .... 딱 제가 원하는 대로 만들어주셔서 완존 만족이에요 ㅠㅠㅠㅠ 다음에 또 주문할게요 ㅎㅎㅎ/🍓딸기찹쌀떡 맛집🍓 딸기찹살떡 먹고 싶으시다면 무조건 스위트하모니! 너무너무 맛있어요ㅜㅜ 지인 추천으로 먹게됐는데 또 주문하려구요♥ 사장님 너무 잘먹었습니다 최고💕💕👍🏻👍🏻 번창하세요~~!!",/4.7/20개 평점 21명 참여,20
마시쩡,패스트푸드,아이스크림판매,제과점업,소사본동,37.4719685398419,126.803348678275,패스트푸드아이스크림판매제과점업,소사본동%20마시쩡,https://m.place.naver.com/restaurant/1946667761,경기 부천시 소사로159번길 26,4.27,/굿/굿/여름에 아이스크림 굳굳~~/저렴하구 다양한 종류/문구류도 있어서 넘 좋아용💖/아이스크림 많고 좋아요/좋아요/좋아요/좋아요/좋아요,/4.27/206개 평점 128명 참여,122
명륜진사갈비,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4730402947287,126.804190792463,한식갈비/삼겹살한식 음식점업,소사본동%20명륜진사갈비,https://m.place.naver.com/restaurant/1032702452,경기 부천시 은성로 132,4.11,"/집앞 진사갈비 진심 매주갑니다. 집에서 삼겹살 굽는거 싫어해서 가성비 정말 최고입니다. 사실 집에서 한근반 사면 실컷 먹지만 숯불에 밑반찬에 음료 에 야채에.. 이정도면 14900원이 가성비 대만족입니다. 그래서 된찌랑 냉면까지 시켜먹어요ㅎ 코로나 이후로 손님 없어서 전세내고 내집처럼 구어먹 었는데 모처럼만에 만석이라 사진한번 올립니다. 쌈장이랑 야채가 금방 털어지더라고요ㅎ 코로나 이후로 이렇게사람 많았던적이...장사 잘되시.../사이드메뉴를 시켰는데 안나오길래 물어봤더니 오래걸릴거같아서 취소했다네요? 말도없이 ㅋㅋㅋ 이런 일 처음 당해보고 네이버 리뷰도 처음 써봐요 ^^ 본인이 실수로 주문 안넣은거같은데 말도 없이 취소를? 그리고 이후에 해당 메뉴 가져다주면서 소스를 던지더라구요 ..처음 들어갔을 때부터 가격 오른거 알고왔냐고 비꼬면서 묻더니...사회생활 해본 사람인지 궁금하네요 아 ,사실 위에 말한 이야기는 사회생활 안해봐도 기본으로 하지말아.../맛도 좋고 셀프바도 깨끗해서 좋은데, 주말낮에 근무하시는알바생분 불빼시는거 말씀도않고 멀뚱 서있으시더니 불빼시는거 당황스러웟습니다.. 다음엔 말씀해주시고 빼주셨으면 좋겠어요!!^^/사이드 메뉴가 별로없어요.../한산한날 방문해서 맛있게 먹었습니다!^^/삼겹살이 진짜진짜 맛있고 사장님이 친절하세요/알바가 어리버리../식구들과 한달에 두어번씩 가는데 정말 숯불에 고기를 이렇게 맘껏 먹을 수 있어 넘 좋아요 요즘 고깃값도 많이 올라 야채사고 찬꺼리 만들면 이 금액 나오는데 진사갈비에서 편하게 먹고 와서 넘 좋습니다. 사장님도 친절하시고 알바학생도 친절해요^^ 자주자주 오겠습니다. 자영업자들 힘내세요/맛나요 근데 약간 정신없어요~/사장님이 무척 친절하시네요",/4.11/196개 평점 196명 참여,82
홍이모옛날통닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4789856912507,126.794293592011,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20홍이모옛날통닭,https://m.place.naver.com/restaurant/1346409978,경기 부천시 호현로474번길 31,4.59,"/전번에 엄청 감동하면서 먹었어서 오늘 오랜만에 들렀어요.집에서 도보 30분거리지만,오늘은 집에 들렀다가 전에 사장님이 주차장 알려주셔서 차갖구 가서 종알종알 떠들며 순살,껍질,매운닭꼬치~ (닭꼬치 사진이 없는 이유는 오는길에 다 먹어치워버려서~소스듬뿍~땅콩분태듬뿍~내뱃살도 듬뿍^^;) 전 에 맛본 야채순살 사먹고 싶었는데 날이 더워지면 안하신다니...여름이 지나가길 기다려야겠네요. 사장님,따님 여전히 친절하시고 기분 좋았어요.../어즈께 유툽알고리즘으로 우연히 보고 함 가볼까했어요. 집에서 걸어서 30분 안팎거리... 아근데 진짜 맛나네요~ 똥집이랑 닭껍질 튀김은 오면서 맛만 본다는게 멈출수가 없드라고요.원래 양은 더 많아요^^;반이상이 집에 오는길에 제뱃속으로 ctrl+v되 버려서...(싸장님 죄송해요ㅠㅡㅠ) 둘이 먹긴 넘 많 은듯 해서 순살야채튀김과 똥집을 고민하다 똥집을 픽했는데...막판에 맛보라고 꼬지에 꽂아주신 한댕이에 살짜쿵 후회가 되기도...ㅋㅋㅋ 한번 .../단골입니다 맛있고 양까지 많아요 그리고 친절하십니다. 앞으로도 쭉 단골할거에요/자주 방문하는 곳 이에요~ 맛 있고 좋아요. 소사시장 맛집이네요/가격이저렴하고 옛날통닭입니다./가성비 좋고 너무 맛잇어서 자주 시켜먹습니다!!/몇년째 단골이에요 혹여 다른 가게걸 먹어봐도 닭비린내도 있었고 여기처럼 바삭하지도 않아서 결국은 다시 여기것만 먹게 되네요 염지도 그렇고 바삭함도 그렇고 특별한 기술이 있는듯 하네요 사장님도 항상 친절하시고 계속 번창하셨음 좋겠어요/가격도 싸고 맛도 좋아요~/맛잇고 양많고 너무 좋습니다/자주 들러서 사먹는데 항상 맛이 좋아요~~~!!",/4.59/279개 평점 247명 참여,253
치킨플러스,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4712973521314,126.795818928492,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20치킨플러스,https://m.place.naver.com/restaurant/1058896095,경기 부천시 소사로 146,4.62,"/집근처고 가격도 착하고 사장님도 친절하세요~ 전화 방문포장시에 2천원할인or후루룩떡볶이를 주시더라구요~~~떡볶이 선택했는데 맛있어요^^ 아쉬 운점은 다른 타 체인점 치킨에 비해 닭이 작은건지 양이 적은건지 둘이 먹는데 하나 남았나?늘 이집저집 같이 먹던 친구도 작다고 그러고 저도 좀 공감 이되더라구요. 그래도 무튼 잘먹었습니다👍 양이 적은건지,/여사장님께서 정말! 친절하십니다! 방문포장 시 받을 수 있는 떡볶이가 너무 맛있어요👍/굿/여기 진짜 친절하고 맛있어요ㅠㅠㅠ♡♡♡/여사장님의 친절한 응대 덕분에 부담없이 방문 포장을 자주 합니다. 넘 친절하셔서 방문할 때마다 기분이 좋아요. 그래서 다른 치킨집 주문 안합니다. 항상 번창하고 변함없기를./매우만족합니다 자주 주문해야 겠네요/매우만족합니다 계속 주문 이용하고 있읍니다/후라이드 치킨이 바삭하고 맛있어요 -!/매우만족합니다 가격대비 가성비 좋은 곳/맛있어요♡♡",/4.62/62개 평점 52명 참여,27
인생아구찜,일식/수산물,아구전문,한식 음식점업,소사본동,37.479782282675,126.794653899762,일식/수산물아구전문한식 음식점업,소사본동%20인생아구찜,https://m.place.naver.com/restaurant/1866387114,경기 부천시 소삼로15번길 23 1층,4.41,/맛있어요. 아구양이 적어요./진짜 인생알찜이에요 존마탱탱탱!!!/굿굿 너무 맛있어 깔끔하게 다 먹었네요/처음 시켰는데 맛도 양도 괜찮네요 아구찜 정말 좋아하는데 종종 시킬듯하네요/인생까지는아닌것같지만 나쁘지않아요 가성비이정도면좋아요/인생알찜♡/가격이랑 맛모두 괜찮아요~/알 많이 넣어주셔서 잘먹었습니다/오랜만에 먹었는데 맛있어요/맛이 괜찮아요,/4.41/131개 평점 140명 참여,74
카페G,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4800908743959,126.795756964261,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페G,https://m.place.naver.com/restaurant/37243999,경기 부천시 소사로 244,4.32,/딸아이 병원갈때 마다 들르는 디져트 가게예요./친절하세요./사장님친절하시고 조용한분위기좋습니다/좋아요/굿/시운해요/시원하니 좋네요/좋아요,/4.32/19개 평점 23명 참여,15
빨간통피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동,37.4772852732098,126.796310755636,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동%20빨간통피자,https://m.place.naver.com/restaurant/38420349,경기 부천시 소삼로30번길 27,,/피자가 맛있고 저렴해요/맛있었어요/맛있었어요/☆☆☆/피자는 여기서만 먹어요/맛있어요 치즈 많이 올려주세요/정말 맛있어요 또 주문할께요/넘 맛있어요..드셔보세요~~/찾으러가면 3000원씩.할인해줘서 좋아요/유명 브렌드 피자보다 맛있고 사장님도 친절하세요,,12
낭만이흐르는호프앤포차,유흥주점,소주방/포장마차,기타 주점업,소사본동,37.4810414551166,126.794430155209,유흥주점소주방/포장마차기타 주점업,소사본동%20낭만이흐르는호프앤포차,https://m.place.naver.com/restaurant/1417192031,경기 부천시 경인옛로 22 110호,3.87,"/맛있어요/좋아요/좋아요/좋아요/굿/굿/어제 코로나 확진자 2400명 나왔는데 마스크를 전혀 안쓰시고 서빙하시더라구요,, 주방분도 저희 오니까 마스크 쓰시더니 주방에서는 턱스크,,그리고 음식 만들때 기침을 엄청 하셨는데 진짜 불안하더라고요,,/좋아요/굿",/3.87/31개 평점 34명 참여,9
이들,분식,국수/만두/칼국수,분식 및 김밥 전문점,소사본동,37.4707820871205,126.79919606816,분식국수/만두/칼국수분식 및 김밥 전문점,소사본동%20이들,https://m.place.naver.com/restaurant/1866949154,경기 부천시 은성로76번길 99 1층,4.6,/진짜 맛있어요 ♡ 저번에 그냥 방문하고 너무 맛있어서 또 왔어요! 따뜻한 분식집인거같아요/자주 오는 단골집입니다. 사장님 손이 크셔서.. 김밥 1줄만 먹어도 배가 넘 불러요. ㅎㅎㅎ 김밥 먹다보면 약간 질리는데 메뉴가 다양해서 좋아요. 전 '보 리새우진미채김밥'이랑 '고추짱아찌김밥'이 젤 좋더라구요. 나이가 들다보니.. 입맛이.. 종종 배달도 시켰는데 요즘엔 배달비가 비싸서 포장해서 먹어요 ./김밥은 물이생기고 생각보다 짜요 (싱겁게 먹는사람아님)/후기 남길 생각 없이 먹다가 찍어서 사진이 별로네요! 김밥 엄청 맛있어요 특히 소불고기와사마요! 양배추에서 와사비맛 살짝 나는게 소불고기랑 엄청 잘어울려요 속도 가드윽 들어있고 넘 좋아요!/맛있어요/김밥이 너무 맛있어요 카레향이 나는 떡볶이 스타일이에요./좋아요/좋아요/굿,/4.6/51개 평점 53명 참여,31
소문난곱창,한식,곱창/양구이전문,한식 음식점업,소사본동,37.4792790625839,126.793904466535,한식곱창/양구이전문한식 음식점업,소사본동%20소문난곱창,https://m.place.naver.com/restaurant/1846474123,경기 부천시 호현로474번길 24-2,4.31,/소사동에서는 항상 이 곱창집 애용합니다~ 맛나요~양도 많이 주시고 친절합니다~/양도 푸짐하고 가격대비 맛잇어용 사장님이친절해요^^/맛있어요/조아/좋아요/맛있어요~/좋아요/굿/굿/맛있아요,/4.31/59개 평점 50명 참여,37
수경왕만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,소사본동,37.4777485538675,126.795794554751,분식국수/만두/칼국수분식 및 김밥 전문점,소사본동%20수경왕만두,https://m.place.naver.com/restaurant/1509654853,경기 부천시 소사로 220,4.45,/팥이 많이 들어있고 만두피 얇은거 맛있습니다 가격 조금씩 올랐는데 올라도 전혀 아깝지 않아요👏🤭/만두크기가 어마한데 피는 얇고 속은 꽉차있어요 가성비 짱좋은 맛집 저희는 자주 애용할것 같아요/김치 만두는 정말 맛있어요/언제나 맛있어요/김치만두 매콤하고 맛있음!!/만두 정말 맛있어요/맛있었어요/김치만두 맛있어요/만두 맛있어요/만두 찐빵 너무 맛있어요 내번째 방문해서 겨우 찐빵맛을 보았는데 너무 맛있어요 근대 조금 친절하게 하면 좋을거같아요,/4.45/115개 평점 100명 참여,68
국선참치,일식/수산물,참치전문점,일식 음식점업,소사본동,37.4775503574707,126.795797735285,일식/수산물참치전문점일식 음식점업,소사본동%20국선참치,https://m.place.naver.com/restaurant/1906970032,경기 부천시 소사로 220,4.33,/굿/참치 굿!/싱싱하고 맛있어요!!!!/E/굿/신선하고 맛난 참치집/조아요/좋아요~/깔끔하고 양도많아요!/친절하고 깨끗해고 신선한 참치회가 맘에 들어요,/4.33/45개 평점 44명 참여,16
BBQ치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4772388681881,126.795293967661,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20BBQ치킨,https://m.place.naver.com/restaurant/11799011,경기 부천시 소사로 211-2 1층 비비큐,4.3,/걷에 껍질이 너무 바삭해서 좋았고요 안에 고기는 퍽퍽하지 않고 부드러워서 맛있게 먹었습니다! 또 시킬게요😉/배달비가 조금 올라서 아쉽지만 그래도 맛은 최고/제가 잘못 주문 해서 다른 메뉴시켰지만 그래도 맛있네요/맛있게 잘묵었어요~^^/너무너무 바삭바삭~!!!/맛있게 먹었어요/맛나요/맛있어요 다음에도 시킬게요/오늘도 비비뀨~~♡/비비뀨 좋아하는 한사람!^^,/4.3/362개 평점 274명 참여,216
소사떡집,제과제빵떡케익,떡전문,제과점업,소사본동,37.4791804260764,126.793951276792,제과제빵떡케익떡전문제과점업,소사본동%20소사떡집,https://m.place.naver.com/restaurant/1167902009,경기 부천시 호현로474번길 22,4.31,/굿/좋아요/좋아요/조아요/굿/굿/좋아요/맛있어요/좋아요/좋아요,/4.31/175개 평점 136명 참여,43
물에빠진스파게티,양식,스파게티전문점,서양식 음식점업,소사본동,37.478556040886,126.793689965632,양식스파게티전문점서양식 음식점업,소사본동%20물에빠진스파게티,https://m.place.naver.com/restaurant/1844026433,경기 부천시 은성로19번길 76 1층 103호,,,,8
칭구따라,유흥주점,호프/맥주,기타 주점업,소사본동,37.4750901323371,126.794876237682,유흥주점호프/맥주기타 주점업,소사본동%20칭구따라,https://m.place.naver.com/restaurant/1685095339,경기 부천시 은성로 38,,,,1
또묵지,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4805917098673,126.793623319332,한식한식/백반/한정식한식 음식점업,소사본동%20또묵지,https://m.place.naver.com/restaurant/1235843399,경기 부천시 호현로 480,4.24,/국밥 맛있었어요/😊/먹을만해요!/국밥 엄청 맛있어요! 💖/괜찮아요/김치찌개 좋습니다/좋아여/맛은 그냥 반찬은 맛이별로/혼자 밥먹을 때 자주가요 진짜 맛있구 양도 많은 것 같습니다 ♡/굿,/4.24/34개 평점 32명 참여,14
밀밭골국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,소사본동,37.4807431226011,126.79433319068,분식국수/만두/칼국수분식 및 김밥 전문점,소사본동%20밀밭골국수,https://m.place.naver.com/restaurant/1956711994,경기 부천시 소사로247번길 24,,"/친절하시고 가격 저렴한데 맛있었어요/김밥 2,000원으로 저렴해서 좋아요 근데 손님이 와도 지인분과 계속 대화하시고 김밥 마는데 지인분은 마스크도 안하시고 주인분과 계속 대화하셔서 불편했네요... 그래도 저렴하고 김밥도 맛있고 부천페이 결제도 가능해서 재방문의사 있습니다/맛있어요/괜찮아요/싸고 맛잇어요 ㅎㅎ/음식이 맛있고 친절합니다/괜찮아요/괜찮아요/좋아요/좋아요",,12
옛날시골통닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4803681029026,126.793785203857,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20옛날시골통닭,https://m.place.naver.com/restaurant/38643884,경기 부천시 경인옛로22번길 24,4.19,,/4.19/42개 평점 35명 참여,16
한잔비어,유흥주점,호프/맥주,기타 주점업,소사본동,37.4750901323371,126.794876237682,유흥주점호프/맥주기타 주점업,소사본동%20한잔비어,https://m.place.naver.com/restaurant/1706220241,경기 부천시 은성로 38,,/ㅅ,,1
한결남원추어탕,한식,추어탕전문,한식 음식점업,소사본동,37.4807431226011,126.79433319068,한식추어탕전문한식 음식점업,소사본동%20한결남원추어탕,https://m.place.naver.com/restaurant/1579103195,경기 부천시 소사로247번길 24,4.29,"/음식이 맛있어요, 자주 가요/시래기밥 맛있고 반찬도 정갈해요 누룽지도 좋아요/좋아요/좋아요/맛있음/좋아요~/좋아요/좋아요/좋아요~/맛있어요~",/4.29/118개 평점 96명 참여,35
우리집,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4787254789071,126.793517649691,한식한식/백반/한정식한식 음식점업,소사본동%20우리집,https://m.place.naver.com/restaurant/19258436,경기 부천시 호현로439번길 32 부천우리노리어린이집,,,,3
한솥도시락서울신학대점,패스트푸드,도시락전문점,한식 음식점업,소사본동,37.4813116161099,126.792650689737,패스트푸드도시락전문점한식 음식점업,소사본동%20한솥도시락서울신학대점,https://m.place.naver.com/restaurant/13376437,경기 부천시 호현로489번길 6,4.56,/역시한솥/요즘 코로나 땜에 매장내 취식이 안되는것 같더라구요 전 항상 포장해서 괜찮았어요~/사장님 친절을 베풀어 주셔서 감사합니다. 추운 날 한 끼 식사 잘 했습니다./좋아요/사장님들이 마스크를 잘 안 쓰시네요/좋아요/맛있어요 양도 많고!/좋아요/사장님 너무 친절하시구 맛있어요!/한솥 돈까스도련님은 사랑입니다,/4.56/183개 평점 123명 참여,53
김밥천국,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4726169578384,126.794452435979,분식라면김밥분식분식 및 김밥 전문점,소사본동%20김밥천국,https://m.place.naver.com/restaurant/19258388,경기 부천시 호현로 495,4.16,/김밥 맛있는 김천./가볍게 포장해서 먹기 좋았습니다 맛도 있어요/🫶🏿/손이 너무 느리세요ㅠㅠ답답.. 그래도 맛있어요/굿/맛있어요/좋아요/굿/맛있어요~~/굿,/4.16/201개 평점 176명 참여,70
김밥마을,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4808292908144,126.792183579964,분식라면김밥분식분식 및 김밥 전문점,소사본동%20김밥마을,https://m.place.naver.com/restaurant/19438177,경기 부천시 호현로489번길 20,3.79,/ㅈㅇㅈ/굿/첫방문/참기름향이솔솔/일반김밥2000원. 그런대로 괜찮아요. 우엉들어갔어요,/3.79/12개 평점 13명 참여,5
59피자,패스트푸드,패스트푸드,그외 기타 음식점업,소사본동,37.481537069935,126.792669674956,패스트푸드패스트푸드그외 기타 음식점업,소사본동%2059피자,https://m.place.naver.com/restaurant/15006696,경기 부천시 은성로 83-1,4.24,/베이컨포테이토 맛있어요~ 가격이 좀올랐네요/도우가 맛있어서 일부러 오구피자로 먹습니다. 직원들 친절하고 주문해놓고 마트다녀오면 딱입니다./가성비 짱ㅎㅎ 맛있어요/굿/맛나요/친절/오랫만에 먹으니. 맛있네요/좋아요/깨가 아닌 것이 보이네요~/좋아요,/4.24/242개 평점 166명 참여,56
지리산솥뚜껑암돼지,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4750736132563,126.795023475585,한식갈비/삼겹살한식 음식점업,소사본동%20지리산솥뚜껑암돼지,https://m.place.naver.com/restaurant/1502032101,경기 부천시 은성로 40 1층,4.09,"/동네에 이런 맛집 있어서 너무 좋아용/동네 찐 맛집이에요 ~~ 굿굿/솥뚜껑과 고기 조합 👍🏻/고기도 맛있고, 사장님 친절하시고~ 편안하게 식사하기 좋아요/소사동 맛집/굿굿/가성비 최고! 맛있습니다!/항상맛있게 잘먹습니다 감사합니다~~~/가성비 좋아요/싸고 맛있어요",/4.09/11개 평점 19명 참여,26
호원냉면&수제돈가스,양식,돈가스전문점,서양식 음식점업,소사본동,37.4776799597498,126.795252968427,양식돈가스전문점서양식 음식점업,소사본동%20호원냉면&수제돈가스,https://m.place.naver.com/restaurant/37700640,경기 부천시 소사로 217,4.38,"/환장하게 맛있음😍 살얼음 동동 시원하니 냉면 맛 제대로 느낄 수 있어요. 냉면이 원래 이렇게 맛있는 음식이었나요,,돈까스도 촉촉 바삭이 공존하는 경양식의 정석이네요. 현주민들로부터 꾸준히 인기가 많은 이유를 알겠어요! 너무 맛있게 잘 먹고 가요👏/가격도 착하고 양도 많아 남겼네요.. 번창하세여/돈까스 냉면 가성비 좋고 맛있어요^^/직원들도 넘맛나게 먹었습니다 ^^ 레알 소사 맛집이셔요/가게는 손님이 많아 복작거리지만 모두 친절하시고 냉면이 시원하고 맛있습니다./냉면 짱맛 여긴 돈까스도 맛있어요!/500원 인상해도 맛은 그대로,,, 소사역 소확행/넘맛나게 잘먹었습니다 ^^/가격은 많이 올랐지만 냉면처돌이는 맛있어서 자주 가요..../돈까스맛있어요","/4.38/1,010개 평점 821명 참여",472
오미청국장,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4750584927927,126.79442452236,한식한식/백반/한정식한식 음식점업,소사본동%20오미청국장,https://m.place.naver.com/restaurant/31824962,경기 부천시 은성로 34-1,4.32,/김치찜하나랑 청국장하나시켰지만 3.4명도먹을수있을것같은 양. 맛도 양도 만족하고가요ㅎ/청국장 안먹던 제가 여기오고나서부터 오미청국장만자주 옵니다ㅎㅎ 소사동 강추 찐맛집 !!/강추~/굿/엉 마손맛/동네서 편하게 가고 싶은곳/반찬도 메인도 너무맛있어요!!!!!자극적이지않아서 좋아요❤/시골집 같은 엄마의 손맛/맛있어요/맛있어요,/4.32/103개 평점 108명 참여,62
show,별식/퓨전요리,샤브샤브전문,한식 음식점업,소사본동,37.4818210660789,126.794892505889,별식/퓨전요리샤브샤브전문한식 음식점업,소사본동%20show,https://m.place.naver.com/restaurant/15005272,경기 부천시 소삼로 26,,,,3
자매분식,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4815826756076,126.790961649758,분식라면김밥분식분식 및 김밥 전문점,소사본동%20자매분식,https://m.place.naver.com/restaurant/31729346,경기 부천시 부일로571번길 45-1,4.33,"/맛있었습니다./좋아요/굿/동생이랑 부천나와서 점심먹었어요/김밥에 야채가 좀 더 많이 들어갔으면 좋겠고, 사장님 부부가 좀 더 친절하셨으면 합니다./굿/굿/가성비좋아요/김밥맛있어용 사장님도 친절하십니당/야채김밥과 라면 먹었습니다. 군더더기 없어서 굉장히 맛있었습니다.",/4.33/84개 평점 78명 참여,27
토암골옛날막창,한식,곱창/양구이전문,한식 음식점업,소사본동,37.4766438179834,126.795258297063,한식곱창/양구이전문한식 음식점업,소사본동%20토암골옛날막창,https://m.place.naver.com/restaurant/1360727318,경기 부천시 부일로562번길 4,,,,empty
