상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,합친데이터,네이버키워드,naver_store_url,store_address,store_score,visitor_review,total_of_people_voted,리뷰 총인원
사랑방왕돈까스,양식,돈가스전문점,서양식 음식점업,소사본동,37.4799923879122,126.793169395713,양식돈가스전문점서양식 음식점업,소사본동%20사랑방왕돈까스,https://m.place.naver.com/restaurant/1966358552,경기 부천시 호현로 473,4.75,"/완전맛나요/굳/김치찌개는 괜찮아요. 반찬은 돈가스용 반찬이라(흰무절임, 양배추, 깍두기,두부) 백반용으로는 좀 이상하긴 해요/좋아요!/굳/친절합니다/가성비 짱이에요/굿~/ㆍ/맛있어요",/4.75/36개 평점 39명 참여,25
마포주먹고기식당,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4776799597498,126.795252968427,한식한식/백반/한정식한식 음식점업,소사본동%20마포주먹고기식당,https://m.place.naver.com/restaurant/15004596,경기 부천시 소사로 217,4.36,/항상 친절 하시고 고기가 맛있어요 사업 번창하세요.^^/너무 맛있어요/가성비 굿 맛도 굿/언제나 맛있어요/가성비 진짜좋아요ㅎㅎ/좋아요/주인할매 툭툭거리는거 빼고 다 괜찮음/맛있어요/맛있고 친절해요/좋아요,/4.36/157개 평점 160명 참여,63
삼거리순대국식당,별식/퓨전요리,순대전문점,한식 음식점업,소사본동,37.4803983664271,126.793219397924,별식/퓨전요리순대전문점한식 음식점업,소사본동%20삼거리순대국식당,https://m.place.naver.com/restaurant/31619815,경기 부천시 호현로 477,4.57,"/오후 5시경에 고기 삶는다는 풍문을 듣고, 5시 넘겨서 갔는데..머리고기는 기대치에 못 미치네요. 김장김치는 맛 있는데../굿/맛있어요/맛나요/그냥저냥/오늘은 간단하게 술국,머리고기 먹었는데 맛있어요. 담에는 다른 메뉴도 먹어봐겠어요 맛있을것 같아요/고기굿/맛있어요^^/머릿고기 쫄깃하고 맛있어요 순대국은 제 입에는 약간 꼬릿한 냄새가 느껴지긴 했지만 맛있게 먹었어요. 화장실도 가게 안에 있고 시원해요",/4.57/27개 평점 24명 참여,17
페리카나,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4813772168556,126.793780287697,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20페리카나,https://m.place.naver.com/restaurant/11800334,경기 부천시 소사로160번길 26-2,4.64,"/저랑 동생 원픽 치킨집!! 결혼하고 다른 지점에서 시킬때도 소사3동 페리카나 잊지 않았어요~ 가게가 안보여서 장사 안하시나 아쉬웠는데 자리 살짝 옮기셨다고 동생이 알려줘서.. 오랜만에 친정 오면서 남편이랑 야식으로 시켰습니다~ 사장님이 기억해 주셔서 감동이고, 맛은 늘 한결 같네요^^ 번창하세요 사장님!/맛있고 가성비 좋고 친절해요./.../ㅋ/페리카나는 소사3점!!!/맛있고 푸짐합니다./친절하고 맛있어서 치킨을 항상 페리카나 소사3분점에서 주문합니다. 우리동네 맛집~/맛있고 친절해서 매번 이용합니다./부천시 최고 치킨집/꾸준히 맛있어요.",/4.64/73개 평점 66명 참여,45
진미식당,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4823084414856,126.789683607091,한식한식/백반/한정식한식 음식점업,소사본동%20진미식당,https://m.place.naver.com/restaurant/1123230382,경기 부천시 경인로 306-10,,,,1
커피비,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4807184099082,126.79191401041,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20커피비,https://m.place.naver.com/restaurant/21161456,경기 부천시 호현로489번길 26,4.27,/오랜만에 와플😋/어머님이 너무 친절하시고 커피도 맛나네요~ ㅎㅎㅎ/굿/맛있어요/탄맛이 나는 아메/친절해요!/😍😍/와플 맛나요~/굿/커피싸고 맛나요,/4.27/44개 평점 40명 참여,12
소머리국밥,한식,해장국/감자탕,한식 음식점업,소사본동,37.4787946454066,126.794997642932,한식해장국/감자탕한식 음식점업,소사본동%20소머리국밥,https://m.place.naver.com/restaurant/1976952964,경기 부천시 소삼로 30,4.32,"/맛있는데 조금 짜요~/ㅎ/굿/굿/대체적으로 짜요 백반집 만원으로 먹기엔 돈이 좀 아깝게 느껴지네요/기본 찬도 많이나오고 무엇보다 맛있어요./굿/완전 숨은 맛집이예요. 친절하신 보라색파마머리 사장님께서 고등어구이에 상추쌈이 최고라고했더니 말없이 싸 먹으라고 쌈장과 상추를 슬그머니 저 희들 상위에 두시면서 지나가면서 ""슬쩍 들었지,!""하시는겁니다 오늘 엄청맛나게 배두드리며 많이 먹었습니다 정말 잘 먹었습니다 ~~ 가격도 엄청저 렴해요/맛있써요.",/4.32/34개 평점 35명 참여,24
연탄불생고기,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4737092345631,126.79818827822,한식갈비/삼겹살한식 음식점업,소사본동%20연탄불생고기,https://m.place.naver.com/restaurant/1895950550,경기 부천시 은성로68번길 34,4.41,/좋아요/친절하시고 음식이 맛있어요./맛나요/맛있어요/맛있어요/'/좋아요/맛잇어요/처음엔 친절하였은나......./고기도 구워주고 맛나요ㅎㅎ,/4.41/33개 평점 32명 참여,11
맛나만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,소사본동,37.4783028700418,126.792721713363,분식국수/만두/칼국수분식 및 김밥 전문점,소사본동%20맛나만두,https://m.place.naver.com/restaurant/1335339622,경기 부천시 호현로 453-1,4.25,/맛나요/굿/맜있어요/늘 맛있어요/좋아요~,/4.25/16개 평점 16명 참여,5
중앙식당,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4791439288071,126.793906638608,한식한식/백반/한정식한식 음식점업,소사본동%20중앙식당,https://m.place.naver.com/restaurant/1614408508,경기 부천시 호현로474번길 24,,/굿/굿/굿/굿/굿/굿/막걸리 먹기좋아요/굿/굿/맛있어요,,10
붐비어,유흥주점,호프/맥주,기타 주점업,소사본동,37.4723521092583,126.79498803337,유흥주점호프/맥주기타 주점업,소사본동%20붐비어,https://m.place.naver.com/restaurant/19258896,경기 부천시 소사로159번길 9,4.06,/굿굿/편하게 먹는 동네술집~/편안함/친절/굿/굿/가격만큼합니다/좋아요/좋아요/굿,/4.06/26개 평점 27명 참여,12
잔치떡집,제과제빵떡케익,제과점,제과점업,소사본동,37.4793976786542,126.794049541044,제과제빵떡케익제과점제과점업,소사본동%20잔치떡집,https://m.place.naver.com/restaurant/37078344,경기 부천시 경인로498번길 26,4.4,/그냥그런데/굿/맛있어요/싸고좋네요/백일떡 좋아요/좋아요/맛있어요/맛있어요/송편 진짜 맛있었어요!,/4.4/92개 평점 78명 참여,19
더벤티,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4678772275675,126.79796512769,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20더벤티,https://m.place.naver.com/restaurant/1196634922,경기 부천시 소사로 102 더벤티 부천소새울역점,4.67,/저렴해서 자주 가요/커피메뉴에 대해 물어봤는데 친절하게 제조법에 대해 설명해주셨어요! 친절하고 커피도 맛있네요 ^^/굿굿 맛있어요/조아요/좋아요/굿/좋아요/양이 많아요/굿/조용하고 한가한 매장! 가성비갑 더벤티! 매장에 손님이 적어서 그런가 영업시간은 20:00시까지로 짧은편,/4.67/131개 평점 100명 참여,51
카페웬디,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4801763725062,126.791775755006,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페웬디,https://m.place.naver.com/restaurant/1920610138,경기 부천시 호현로489번길 31-7,,,,1
양가네가마솥영양탕,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4809152227547,126.793538972564,한식한식/백반/한정식한식 음식점업,소사본동%20양가네가마솥영양탕,https://m.place.naver.com/restaurant/19258256,경기 부천시 호현로 477,,"/간만에 몸보신/고기가 엄청 맛있어요, 따로 삶아서 넣은 것 같아요 고사리같은것도 잔뜩 들어있구 국물도 맛있구 다 맛있네요 밑반찬도 전부 직접 하신것같아요/좋아요~",,3
김파퍼베트남쌀국수,양식,기타전문서양음식점,서양식 음식점업,소사본동,37.478138526582,126.797812079821,양식기타전문서양음식점서양식 음식점업,소사본동%20김파퍼베트남쌀국수,https://m.place.naver.com/restaurant/1967909465,경기 부천시 소삼로 46 드림타워,4.37,"/우연히 와봤다가 꾸준히 오는곳이에요! 찐베트남맛에 양도많고 가격이 정말 합리적이에요 보통 한국에서 베트남음식 터무니없는가격이 대부분인데 여 기는 그렇지 않아서 좋아요 !! 맛은 가정식 베트남음식 느낌으로 질리지않고 맛있어요 ㅎㅎ 불친절하지도 않고 이 가성비에 친절한 대접까지 바라면 욕 심이에요 ;;/바쁘신지 친절은 없었지만, 지인추천으로 가본건데 고기도 꽤 많이 들어있었고 맛있게 먹었어요. 다음엔 다른메뉴들도 맛보고 싶어요./비엣남 ㅇㅅㅇ/굳 맛집/조아요/굿/긋/굳 맛집/맛나요/맛잇어요",/4.37/152개 평점 139명 참여,83
이모네포차,유흥주점,소주방/포장마차,기타 주점업,소사본동,37.4787600138051,126.793370114586,유흥주점소주방/포장마차기타 주점업,소사본동%20이모네포차,https://m.place.naver.com/restaurant/1396847876,경기 부천시 소삼로 4,,/이모네포차 정말 맛있어요/좋아요/맛있어요/좋아요/ㄱㅅ,,5
놀부빈대떡,유흥주점,호프/맥주,기타 주점업,소사본동,37.479661922965,126.795221147148,유흥주점호프/맥주기타 주점업,소사본동%20놀부빈대떡,https://m.place.naver.com/restaurant/21146418,경기 부천시 소사로 239,4.33,"/일주일만에 재방문!! 사장님 무뚝뚝한듯 친절하시고 메뉴 다 맛있어요!! 동네 맛집!! 조만간 또 방문할께요!!/녹두빈대떡 크고 맛있어요!! 가성비 짱!! 황칠막걸리 파는 곳 처음 봄!!/감자전 맛있어요!! 강추!!/직접 갈아서 해주시는 감자전, 두툼하고 맛있는 녹두 빈대떡, 옛날 학사주점을 추억할수 있는 인테리어, 학창시절 늘 들었던 7080가요,올드팝 모든게 다 좋아요~ 단골각입니다/맛있어요 친절해요/좋아요/굿/맛있어요/굿/맛나요",/4.33/23개 평점 24명 참여,10
친구네정육식당,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4769859266599,126.795230193062,한식갈비/삼겹살한식 음식점업,소사본동%20친구네정육식당,https://m.place.naver.com/restaurant/1807177968,경기 부천시 소사로 209-1,4.35,/늘 맛있게 먹는 곳. 양 많은 삼겹살에 무한된장찌개는 사랑입니다. 셀프바도 참 좋아요^^/양많고 맛있으면 끝아닌가요/좋아요/싸고 양만고 맛있었어요/굿/동네 단골 식당이에요~ 늘 친절하신 사장님. 기본이 300g 인 가성비 좋은 곳입니다./굿/가격 대비 짱이/제 단골집 ㅠㅠ/굿,/4.35/93개 평점 94명 참여,57
명태어장,한식,한정식전문,한식 음식점업,소사본동,37.4734815685108,126.795297754394,한식한정식전문한식 음식점업,소사본동%20명태어장,https://m.place.naver.com/restaurant/1416915616,경기 부천시 소사로 171,4.33,/시레기명태조림 맛있어요!! 매콤하게 해달라고 하면 더 맛있어요~~/사장님 엄청 친절하시고 밑반찬 너무 맛있어요/굿/맛있어요/00/굳/좋아요/언제 가고 친절하신 주방 이모님 ./...,/4.33/57개 평점 61명 참여,18
사랑채,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4807376992138,126.792038070652,한식한식/백반/한정식한식 음식점업,소사본동%20사랑채,https://m.place.naver.com/restaurant/1860248400,경기 부천시 호현로489번길 22,4.03,/찌개 반찬ㄷ 그냥 그렇고. 김밥 진짜 맛없어요 ㅠ/김밥은 너무 성의가 없네요/급하게 구입했는데 김밥 참 맛있네요^ㅡ^ 맛있게 잘 먹었습니다/김밥에서 약간 쉰내가 났어요; ㅠ/👍/괜찮아요/굿/굿/병원가느라 잠깐 들렸는데 음식이 맛있고 친절하시네요~!/좋아요,/4.03/56개 평점 67명 참여,42
소소한사치,기타음식업,고속도로휴게소,그외 기타 음식점업,소사본동,37.479964749469,126.795758988475,기타음식업고속도로휴게소그외 기타 음식점업,소사본동%20소소한사치,https://m.place.naver.com/restaurant/1592372044,경기 부천시 호현로 489 1층 카페 소소한사치,4.51,"/갈 때마다 기분 좋은 카페♡ 사장님도 넘 친절하시고 무엇보다 커피가 맛있어요. 매일 마시기엔 부담돼서 프랜차이즈커피 이용하다가 한번쯤은 진짜 맛있는 커피 땡길때 가요. 원두도 신선하고 우유도 고소하고 2~3000원대 싼 커피랑 확실히 퀄리티가 차이 납니다. 매장은 다소 작아서 테이크아웃 거의 하눈 편이구요. 마샬 스피커가 멋스럽네요^^ 브라운슈페너는 처음 마셔봤는데 넘 맛있어요./당근케익이 달지 않아서 좋아요/ㅎ/친절해요/자몽주스(?) 맛있어요 커피도 최고에요/지인이 동네에 놀러와 커피 마시고 집에서 마실 원두 구입했어요 우선 매장과 머신이 깨끗하고 한 잔 한 잔 정성스럽게 커피 준비하는 과정이 다 보여 서 기다릴 때 역시 기분이 좋아요 물론 커피도 최고에요. 오늘은 카페라떼,플랫화이트 마셨는데 드립커피 마시고 싶은 날엔 선택할 수 있는 원두 종류 가 다양해 선호하는 커피를 마실 수 있어요. 집에서 커피 내리려고 원두도 종종 구입하는데 로스팅 한지 얼마 되지 않아 신선하고 원두 상태도 깨.../크림슈패너 넘나 맛있어요!!!/로스터리 카페를 3년정도 운영을 해서 손님의 입장으로 카페를 가면 그 카페 사장님이 얼마나 고민을 하는 지, 얼마나 노력하시는 지, 얼마나 열심히 하 시는 지 느껴지는데 소소한 사치는 부천 소사동,소사본동에서 제일 열심히 하고 제일 맛있는 커피전문점 같습니다. 커피 한 잔에 행복을 느끼고 싶으시 다면 소소한 사치로 오세요!!",/4.51/41개 평점 35명 참여,22
카페정담,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4801521103158,126.791165602833,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페정담,https://m.place.naver.com/restaurant/1967024146,경기 부천시 호현로489번길 45-1 2층 정담,4.66,/사장님이 친절하고 집중하기 좋습니다^^ 이번에 라떼류 먹어봤는데 꽤 괜찮아요!!/❤️❤️❤️❤️/디저트가 너무 맛있어요 💕💕💕 녹차통마늘쿠키 궁금해서 사봤는데 달콤한 마늘향까지 존맛탱 정담시그니처 쿠키! 세종병원 병문안갈때 여기서 디저트사갔는데 넘 맛있다고 좋아해요 ㅎㅎ 담엔 레터링 케이크도 주문하려구요/좋아요/좋아요/음료와 수제쿠키 너무 맛있어요~♥ 사장님 너무 친절하고 편안한 카페라서 참 좋아요./😇🙏🏻/직접 만드시는 수제쿠키와 수제디저트 너무 맛있어요! 다음에도 또 갈거에요. 감사합니다./정담은 사랑입니다 😌/최애 카페♥️,/4.66/41개 평점 34명 참여,17
오가네소머리국밥,한식,해장국/감자탕,한식 음식점업,소사본동,37.4802089482822,126.793199831666,한식해장국/감자탕한식 음식점업,소사본동%20오가네소머리국밥,https://m.place.naver.com/restaurant/1842624903,경기 부천시 호현로 475,,/맛있어요/국물도 진하고 맛있어요/맛있게 잘 먹었습니다~,,3
소사순대,별식/퓨전요리,순대전문점,한식 음식점업,소사본동,37.4797564198325,126.793885487326,별식/퓨전요리순대전문점한식 음식점업,소사본동%20소사순대,https://m.place.naver.com/restaurant/1886805006,경기 부천시 은성로 66 1층 101호,,"/예전보다 안에 내용물이 적어요 안에 다대기를 넣어주는것도 별로고 맛은 비슷한데 가성비가 웬지 떨어지는 느낌이네요/첫방/굿/굿굿/좋아요/굿/좋아요/최악. 생애 첨 네이버 리뷰 달게 만들 정도로 최악.2인분을 포장했다. 먹으려니 들깨가루는 한봉 부추도 한봉. 무엇보다 깍두기가 3개 들어있다. 내가 1 인분을 포장했나 싶어 명세서를 봤는데 15000원. 2인분이 맞다. 내가 잘못 받은 건가 싶어서 전화를 걸었다. 나:""죄송한데 포장 잘못 주신 거 같아요."" 사장왈: ""원래 그렇게 나가요."" 1인당 깍두기 1.5개만 먹으라는 건가 싶어 되물었더니. 사장왈: ""하아 지금까지 깍두기 양으로 클레임 건 손님 아무.../좋아요/맛이 일품~",,37
기분좋은커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4742835939017,126.795307491282,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20기분좋은커피,https://m.place.naver.com/restaurant/1539049144,경기 부천시 소사로 179,4.61,/사장님께서 늘 친절하시고 음료도 디저트도 맛있습니다 디저트를 사장님께서 아마 직접 만드시는 것 같은데 브라우니가 정말 맛있움~~/사장님 친절하고 스콘맛있어요/맛있어요/좋아요/사장님이 직접구운 스콘에 직접 로스팅한 원두~시원한 카페에서 아아한잔과 스콘은 힐링이네요~ 콜드브루 더치도 사왔는데 집에서 아아로 딱입니다~ 완전 강추입니다./사장님이 직접 구운 스콘이 진짜 맛있어요. 브라우니.초코쿠키 또한 굿! 또 사가요~ 대박나세용^^/카페라떼 고소하고 맛있어요! 사장님도 친절하시고 맛있는데 양도 많아요!^^b/친절하게 대해주셔서 감사합니다 잘 먹겠습니다💛/맛나요/맛있고 친절하십니다 가성비 좋은 곳이에요,/4.61/55개 평점 49명 참여,27
영광한식부페,부페,한식부페,한식 음식점업,소사본동,37.4759684942082,126.795303055678,부페한식부페한식 음식점업,소사본동%20영광한식부페,https://m.place.naver.com/restaurant/1407533759,경기 부천시 소사로 174-1,,,,empty
셀렉토커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4807027063418,126.793022293708,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20셀렉토커피,https://m.place.naver.com/restaurant/1223891977,경기 부천시 호현로469번길 25 1층 2층,4.45,/친절하시고 공간도 공부하기 좋아요 : ) 음료 모두 맛있었어요👍🏻/넓어서 좋네요 분위기도 조용한편이에요/스페셜 블랜드 좋아요~/#휴가#점심#영어수업#자몽티/굿~/굿/가성비좋고 맛있어요/가격대비 맛있어요/친절해서 기분 좋아요/자몽 에이드맛있어요,/4.45/128개 평점 79명 참여,46
투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4694974936818,126.796921754161,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20투썸플레이스,https://m.place.naver.com/restaurant/1587830942,경기 부천시 경인로 386,4.33,/가까워서 좋아요/넓어서 좋아요/매장 크고 넓어서 좋네요/같이먹은사람이맛있다고하네요/투썸이야 머 ㅎㅎ/굿/굿/굿/친절하고 좋습니다,/4.33/532개 평점 487명 참여,197
양사부쿵푸짬뽕,중식,중국음식/중국집,중식 음식점업,소사본동,37.4795054278344,126.794895778448,중식중국음식/중국집중식 음식점업,소사본동%20양사부쿵푸짬뽕,https://m.place.naver.com/restaurant/1166112658,경기 부천시 소삼로15번길 18,4.35,/또 왔어용 맛있게 잘 먹고 갑니다~ 속이 더부룩하지않아서 좋아요~ 가족단위 추천!/동네에 괜찮은 중국집이 생겨서 좋네요. 매장도 깔끔하고 음식도 더부룩하지 않아 좋습니다. 소사쪽 사는 분들이라면 가족들과 가보세요. 저는 탕슉도 제 취향이었습니다. 대단한 기교를 부리는 음식이 아니지만 기본에 충실해서 넘 맛나는! 동네맛집❤️/탕수육이 진짜 맛잇어요/소사역4번출구에서 7분정도거리..움식 짱/맛있어요/짬뽕이 진짜 불맛이 나서 얼큰하고 맛있어요 ㅋㅋㅋ/굿/ㅅㅅ/항상 너무 맛있어요! 단골입니다!/굿,/4.35/161개 평점 143명 참여,78
육회한통닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4805917098673,126.793623319332,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20육회한통닭,https://m.place.naver.com/restaurant/1093339001,경기 부천시 호현로 480 1층,4.43,/육회랑 주먹밥 주문해서 먹었는데 맛있게 잘 먹었습니다!!ㅎㅎ 한 가지 아쉬운 점은 주문할 때 메뉴에는 소고기 국물을 같이 준다고 적혀 있었는데 소고기 국물이 없어서 조금 아쉬웠습니다ㅠㅠ/굿/너무 맛있어요 쫄뱅이최고/굿/좋아요/쫄뱅이최고/굿/굿/좋아요~/고기신선해요.우리시킨건 육회치킨세트3만원입니다. 저렴한 10800아니에요.혹시 주문할때 오해하지마시길,/4.43/96개 평점 95명 참여,67
카페노랑,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4816753543575,126.797393601315,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페노랑,https://m.place.naver.com/restaurant/1757313670,경기 부천시 경인로 376 부성파인 오피스텔 1층,4.3,"/무난무난한 까페./- 아인슈페너 5,000원 - 깔라만시 레몬 에이드 5,000원 맛있어요. 카페가 공간이 넓지는 않으니 참고하세요~/ᆢ/.././ㆍ/커피 잘 마셨어요~ 매장이 깨끗하네요~/커피 맛있어요~/좋아요/시큼한 아메리카노 싫어하는데 이건 시큼해도 풍미가있는거같아요 맛있어요 삼천원정도면 괜찮은듯..",/4.3/27개 평점 31명 참여,20
반올림피자샵,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동,37.4750192253616,126.800304055742,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동%20반올림피자샵,https://m.place.naver.com/restaurant/1456386849,경기 부천시 은성로 86,4.4,/맛있어요❤️/좋아요./항상 맛있습니다/굿/가격대비 구성이알차고 맛있어요/맛있어용/처음먹어봤는데 맛있어요!!!/맛있었어요/ㅅ,/4.4/226개 평점 207명 참여,72
김밥천국,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.481688488404,126.792497639693,분식라면김밥분식분식 및 김밥 전문점,소사본동%20김밥천국,https://m.place.naver.com/restaurant/19258388,경기 부천시 호현로 495,4.16,/김밥 맛있는 김천./가볍게 포장해서 먹기 좋았습니다 맛도 있어요/🫶🏿/손이 너무 느리세요ㅠㅠ답답.. 그래도 맛있어요/굿/맛있어요/좋아요/굿/맛있어요~~/굿,/4.16/201개 평점 176명 참여,70
시골즉석손두부,한식,두부요리전문,한식 음식점업,소사본동,37.4794491933674,126.793799975706,한식두부요리전문한식 음식점업,소사본동%20시골즉석손두부,https://m.place.naver.com/restaurant/35949249,경기 부천시 호현로474번길 18,4.28,/굿/맛있어요/ㅎ/조아요/조히/좋아요/좋아요/조아요/좋아요/두부가 맛있어요,/4.28/150개 평점 88명 참여,112
쿠웨이트떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,소사본동,37.469565562371,126.795643225421,분식떡볶이전문분식 및 김밥 전문점,소사본동%20쿠웨이트떡볶이,https://m.place.naver.com/restaurant/1118472800,경기 부천시 소사로125번길 15 1층,4.63,/좋아요/맛있게먹었어요./쫄면 김밥 맛있습니당~!/맛있어요^^/ㅅㄷㅇㄱ/시그니쳐 메뉴 분모자떡볶이 강추에요!/맛있어요/#떡볶이는 짱 맛 #튀김은 느끼해요ㅠㅠ/기대보다 너무 맛있었어요!/맛있을거 같아요 ㅎㅎ,/4.63/32개 평점 29명 참여,10
Hocoffee,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.481092393617,126.794124061413,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20Hocoffee,https://m.place.naver.com/restaurant/37069466,경기 부천시 경인옛로22번길 8,4.22,/친절해서 좋았어요/굿/굿/좋아요/ㅈㅇㅇ/굿/좋아요/좋아요/굿/ㅈㅇㅇ,/4.22/58개 평점 51명 참여,25
보원,별식/퓨전요리,사철탕전문,한식 음식점업,소사본동,37.4787254789071,126.793517649691,별식/퓨전요리사철탕전문한식 음식점업,소사본동%20보원,https://m.place.naver.com/restaurant/1030632353,경기 부천시 소삼로 6,4.43,/맛은 좋은데 올해가격이 2번이나 올랐네요/3차백신 맞고 미열나고 입맛없어서 오빠가 영양탕 사줬어요~/맛있어요/탕이 정말 맛있어요. 안받으면 후회할뻔!/염소탕이 냄새 안나고 맛있었어요/가격이 좀 비싸네요 ㅠ.ㅠ/조아요/담백하니 맛이 좋아용/굿/이번중복에아부지랑또한번방문했네요 매운거잘못드시는데 얼큰하면서도깔끔하다며엄청좋아하셨어요 아버지가다음에또드시고싶다고하셔서어찌나 기쁘던지 덕분에효도한기분까지들어서좋네요,/4.43/74개 평점 59명 참여,21
시골영양탕,닭/오리요리,삼계탕전문,한식 음식점업,소사본동,37.477032150719,126.792696933483,닭/오리요리삼계탕전문한식 음식점업,소사본동%20시골영양탕,https://m.place.naver.com/restaurant/99282753,경기 부천시 호현로 440-1,4.04,/별로네요/굿,/4.04/12개 평점 12명 참여,2
시골영양탕,닭/오리요리,삼계탕전문,한식 음식점업,소사본동,37.4805329060055,126.794924501887,닭/오리요리삼계탕전문한식 음식점업,소사본동%20시골영양탕,https://m.place.naver.com/restaurant/99282753,경기 부천시 호현로 440-1,4.04,/별로네요/굿,/4.04/12개 평점 12명 참여,2
파리바게뜨,제과제빵떡케익,제과점,제과점업,소사본동,37.4796031568722,126.792994755664,제과제빵떡케익제과점제과점업,소사본동%20파리바게뜨,https://m.place.naver.com/restaurant/19258625,경기 부천시 소사동로 82 센트럴프라자 105호,4.34,"/샐러드 가성비가 좋아요.. 케이준샐러드 고기도 꽉꽉, 채소도 꽉꽉 담겨있어요 치킨 이렇게 주는 곳 못 본 듯해유!! 정량이 따로 없는지 의문도 드네요! 가늘게 썬건지 정량보다 더 주시는건지는 잘 모르겠지만 채소 우적우적 먹다보면 여기 지점의 제품은 치킨텐더가 밑에서 돌아다녀요 ㅋㅋ 체감상은 치킨텐더가 다른지점의 2배인데 원효대사 해골물이었다면 뭐 어쩔 수 없죠../맛있게 잘 먹었어요~~/가끔씩 갑니다/급하게 케이크 사야해서 들렀네요/빵이 신선해요/굿/집 근처 두 곳의 파리바게뜨 중에서 '소사주공' 지점이 빵 종류도 많고, 샌드위치와 샐러드 종류도 많이 만들어 놔서 구매하기 편해요 :)/빵도 다양하고 맛있어요/항상 친절하고 좋아요. 진열도 잘 되어 있어 편리해요/자주가요~ 앙금빵 맛있어용","/4.34/1,017개 평점 599명 참여",427
이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4801992366657,126.791368358008,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20이디야커피,https://m.place.naver.com/restaurant/1859138563,경기 부천시 소사로282번길 8,4.54,,/4.54/452개 평점 382명 참여,242
월드대박,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4787600138051,126.793370114586,한식한식/백반/한정식한식 음식점업,소사본동%20월드대박,https://m.place.naver.com/restaurant/1452137309,경기 부천시 소삼로 4,4.36,/좋아요/ㆍ/ㆍ/굿/굿/굿/굿/좋아요/좋아요/굿,/4.36/67개 평점 61명 참여,28
행복한포차,유흥주점,소주방/포장마차,기타 주점업,소사본동,37.4812880239363,126.795635991518,유흥주점소주방/포장마차기타 주점업,소사본동%20행복한포차,https://m.place.naver.com/restaurant/1294807838,경기 부천시 부일로449번길 40,4.61,/계란말이 깻잎닭도리 오삼불고기 존맛탱👍/깻잎닭도리탕이랑 감자전 대존맛../대체적으로 안주가 푸짐함/굿/굿/좋아요/😀/굿/치즈계란말이 맛있움,/4.61/87개 평점 92명 참여,34
빵나라빵마을,제과제빵떡케익,제과점,제과점업,소사본동,37.4796488898273,126.793943747147,제과제빵떡케익제과점제과점업,소사본동%20빵나라빵마을,https://m.place.naver.com/restaurant/1161387627,경기 부천시 호현로474번길 13-2,,,,1
