가게_평점,평점에_참여한_인원,방문자_리뷰,리뷰_총인원
4.61,60,"/진짜 맛있게 먹었어요~ 혼밥하기에도 좋고 사람들과 방문해도 좋을 거 같아요 메뉴도 다양하고 맛있어서 또 방문예정이에요!/초밥 안 좋아하는 남편도 아주 좋아했어요!!! 다음에는 사시미 꼭 먹고싶어요 ㅠㅠ/연남동에나 있을법한 예쁜 인테리어의 초밥집이 소사동에 생겨서 너무 놀랐어요 :) 회가 너무 부드러워서 스르륵 넘어가더라구요 특히 연어!̄̈ !̄̈ 점심특 선이 진짜 가성비가 좋아서 또오고 싶은 집이에요 우동도 큰걸로 나와서 배가 든든합니다/너무 맛있었어요!!! 엄마도 너무 맛있다며 가성비 좋다고 좋아하셨어요~ 서비스로 주신 가라아게 너무 맛있어서 다음에는 맥주에 가라아게 먹으러 또 갈게요!/와 여기 가성비 대박! 입에 꽉차는 마끼도 맛있고, 초밥도 다양한데다 입에서 녹아요 ♡/주말저녁이라 회나올때까지 시간이 좀 오래걸렸지만 맛있었어요. 초밥도 사시미도 다 맛있어서 자주 방문하는 동네 맛집이에요./와와 초밥 찐이다용👍후토마끼 이렇게 맛날수가요👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏샐러드 상추대무침 모듀 쵝오요🥳/회덮밥 진짜 맛있네요! 요구사항도 잘 들어주시고 너무너무 잘먹었습니다👍👍/맛있게 잘먹었어요 옆테이블과의 거리도 넓고 맘 편히 먹을수있어서 좋았어요 감사합니다./존맛탱구리입니댜 ,,,,, 🖤 진짜 정말 맛있어요 꼭 가보세요 스시희 맛도리 인정 😻",87
4.45,37,/👏🏻/굿/좋아요/깨끗하고 종류가 많아요 고르는 중에 사장님께서 들어오셔서 먼저 인사도 해주시고 좋아요/굿/굿/깨끗해요/여러종류 아이스크림 있어서 좋아요/상품이 많아요/잘이용했어요,51
4.58,85,/소사동에서 여기보다 맛있는 빵집 없어요 꼭드세요 엄청 많이 왔는데ㅠㅠ리뷰쓰는걸 자꾸 까먹어서..ㅠㅠ 사진에 보이는 피자빵 너무맛있어서 먹다가 눈물남;; 꼭드세요 한개말고 세개 사세요 두개도 안됨.. 사실 모든빵이 전부 기본이상 하는집이라 뭘집어도 맛있어요 소금빵 치즈식빵 현무암 등 너무나 도 맛도리입니다ㅠㅠㅠㅠ/바게트 맛있어요~ 사장님 친절해요~/피자빵이랑 소금빵 대박입니다ㅠㅠ꼭드세요 인생빵집이에요 ㅠㅠ/소금빵투어를 아주많이 했는데 이집보다 맛있는 소금빵이 없네요 인생소금빵이에요…/깜빠뉴랑 식빵만 구입해 보았는데요 깜빠뉴 맛은 괜찮은데 좀만 더 두껍게 썰어주시면 좋을 것 같아요^^/새로나온 메뉴 피자빵 완전 맛나요 살짝 매콤해서 더 좋은거같아요☺️☺️/넘넘 맛집!! 아낌없이 좋은 재료 팍팍 넣어서 만드는거같아요!!/제발 에프에 돌려드세요 존맛😍/소금빵이 원탑!!!!!!!/인생 소금빵이에요 ㅠㅠ,132
4.18,279,/맛있고 친절하셔요/왕갈비 짱이예요/도가니탕.돌솥밥 창/오늘은 김치가 셔서 맛없엇어요 ㅜ 항상 김치가 안시고 맛있었는데ㅡ/맛있졍 ^^/굿/굳/맛있어요/친절해요,109
0.0,0,/좋아요/조아요/조아요/맛있어여/좋아요,5
0.0,0,없음,7
4.29,173,/병원앞이여서 그럴 수도 있지만 죽 하나를 시켜도 자세히 설명해주시고 너무 친절하세요^^/사장님이 너무나 친절하고 음식도 진짜 깔끔해요.. 아플때마다 여기가서 주문하는데... 시간도 그렇게 오래안걸리는거 같아서 최고입니다/로로나로 인해 매장에선 식사가. 안되서 신짬뽕죽과 낙지김치죽을 사가지고와서 먹었다. 죽양도많고 깊고 풍부한 맛이 다음에도 또 기약해야겠다 사 장님이 매너도 있고 친절해서 나도 같이기분이 좋아지는것 같아졌다. 깜빡하고 사진을 찢지 못했네요. ㅠㅠ/요청사항 잘들어주셔서 좋았습니다 김가루도 따로주셔서 간맞추기 좋네요/굿/굿/친절해요/굳/굿/맛있고 친절하심.. 1인매장식사는 전화로 예약 안됨,63
4.42,59,"/반찬 많이 나오고 다 맛있어요 와인삼겹살 정말 맛있어요 이거 먹고 다른가게가면 삼겹살 맛이 뭔가 부족한 듯한 느낌입니다 그래서 항상 삼겹살이 땡 기면 여기로 갑니다 사장님 오래오래 장사해주세요 :) 다만 주차할 곳이 주변에 없고 화장실은 좁아요 이런 부가적인 거 빼고는 다 좋습니다 추천이요 /쌈밥 맛집인데 왜 후기에 우렁쌈밥사진이 없나해서 오늘 갔다가 맛나게 찍어올립니댜~~~/오빠랑 와인삼겹살 4인분 클리어! 돈토랑 삼겹살은 비게도 부드럽고 고소함ㅠ 주말에 가려다 오늘 땡겨감ㅋㅋ 가격도 저렴하고 기본 반찬도 많이 나오 고 여긴 계란찜도 기본반찬에 포함임..밥시키면 된찌나오고 삼겹도 1인분에 12,000 (200g) 거기에 새송이 버섯도 같이나옴 다른곳가면 추가로 시켜야 할것들이 기본으로나옴;; 사장님 마인드가 좋으신듯 질도 좋고 맛도 좋고 ㅠ ㅠ사장님 이맛 변치 말아주세용/조아요/./굿/맵다./여기 맛있어요/회식은 돈토랑이죠/가성비 갑 맛집",23
4.37,65,/좋아요/굿/굿/주차가 편리해요/보통/네/주차장 어려워/시설이 깔끔합니다/친절해요/.,56
4.44,43,/좋아요/좋아요/굿/굿/굳~/좋아요/좋아요/좋아유/좋아요/😀,34
0.0,0,없음,3
4.56,29,/추가 밥과 숭늉 무료 제공에 다 맛있고 신선해요/백반 맛집! 백반인데 한정식집같은 깔끔한맛.저가격에 반찬도 10가지가 넘고 밥도 인수대로 시키면 무한리필.후식으로 누룽지도 있고 추가로 밥도 더 말아 먹음 매일 바꾸는 반찬에 맛도 짱.사장님 친절도 짱.계산하고 나오면서 원두커피도 한잔~ㅎㅎ/매번 먹지만 깔끔한 맛에 감동입니다 집밥이라는 말이 잘 어울리는 집입니다 수저 받침까지 신경 써 주시는 섬세함/언제나 맛있어요/메인으로 시킨 제육볶음은 잡냄새도 안나고 양도 엄청 많이 나와요! 백반을 따로 시키지않고 제육만 시켜도 반찬도 많이 나오고 반찬이 다 신선하고 간 도 딱 맞고 너무 맛있었어요! 가성비 너무 좋았습니당 제 인생밥집이에요 흑흑 사장님 두분도 너무 친절하시고 다음엔 저녁에 방문해서 삼겹살에 소주 마셔야겠어요:)/계란찜도 나와요~굿/반찬깔끔하고 가격도 착한 백반입니다.오랜만에 백반 맛있게 먹었어요/조아요/맛있어여,24
4.37,536,/중독되는맛 어쩔수 없나봐요/배달비도 저렴하고 맛있어요/매운맛 좋아하는분 최고예요/로제 떡볶이 맵지도 않고 아이들 먹기에 딱 좋은거 같아요/동대문엽기떡볶이 부천범박점 맛나요/착한맛이였는데도 매웠지만 맛있게 잘 먹었습니다/로제 중국당면 넣어먹어야제맛/음식이 맛있어요/항상 맛있어요!,273
4.22,26,/굿/ㅅ/친절해요/좋아요/좋아요/좋아요/좋아요/좋아요/친절하십니다^^/TV에도 나온 집이라해서 사봤어요.. 가격 맛 맘에 들어요,11
4.35,1686,/직원분들 왕친절하세요👏👏👏😍/집근처에 있어서 자주 가요/호밀빵 최고!! 건강으로 최고!!/케이준치킨샐러드 맛있어요! 일하시는 분들께서 친절하셔서 좋아요!/여러가지 맛있는 맛을 느낌/뀐아망이랑 뜯어먹는치즈식빵 맛있어요/직원분들 친절하시고 정리가 잘 되어있어서 빵들이 한눈에 다 들어와서 좋아요/자주가요 빵이 맛있어요/./종류가 다양해오,857
4.51,28,/포장되서 좋아요/좋아요/좋아요/좋아요/조아요/조아요/조아요/바람부는 추운 꽃샘추위에는 추어탕만큼 속을 든든하게 해주는건 없는것같다./에/오늘같은 변덕스러운 날씨에 먹으면 든든한 보양식이에요~강추,16
4.26,112,/역시 후라이드는 황금올리브 ㅎ/후라이드는 황올닭이 쩨일 맛있어요ㅠㅠ/좋아요/굿/맛나요~^^/완전 별로였어요./큼직큼직맛있습니다/맛있어요/맛있고 매콤하고 좋아요,50
4.22,24,/좋아요/음식이 좀 늦게 나오긴 했지만 맛있어요 닭똥집은 양이 좀 적습니당/굿/맛있어요/굳/해물듬뿍 파전 강추예요~~/친절하세요,7
4.33,18,"/혼밥하기 좋아요 나름 괜춘/가성비는 좋은데 고구마라떼가 너무 달아요ㅠㅠ 앞으론 그냥 커피를,,,,/너무 맛있어요 또 갈게요/3년전에 만났던 원미도서관 식당.... 그가격 그대로, 그 추억 그대로 운영을 하셔서 좋았어요/너무 맛있고 오랜만에 급식 느낌 나서 좋았어요/좋아요/좋네요/굿/식사 가성비 좋아요",23
0.0,0,없음,12
4.46,145,"/손수제비 먹고싶어서 검색해서 찾아왔습니다 겉절이가 진짜 맛있네요 잘먹었습니다/정말 맛있어요/국수 맛있어요/갓성비 칼국수,수제비집 바지락 양이 미쳤어용!!/바지락도 많이 들어있고 맛있어요. 국물이 매콤해요/굿/맛있어요/보리밥도 맛있고 김치도 맛있고 칼국수도 맛있죠 바지락이 참 많이 들어있어요/굿/백반집",79
0.0,0,없음,2
4.34,144,/사장님이 친절하시고 맛있어요:)/굿/친절하고 맛있어요!/굿/굿/역시 피자맛집입니다 너무 맛있게 먹었어요!!/굿/좋아요/맛있어요/사장님 친절하시고 피자도 맛있어요.,108
4.49,123,/사장님 무척 친절 하시고 후라이드 치킨 맛집🥰😍🥰😍/기름이 깨끗해서 고소하고 맛있어요~/맛있어요/좋아요/20년도 넘은 치킨맛집! 양념치킨 자극적이지않고 맛있어요~/굿/맛있어요/맛있어요/요즘 후라이드치킨이 매운곳들이 많아서 아이들과 먹을 수가 없는데 페리카나는 순하고 맛있어서 아이들과 먹기 좋아요/친킨은역시페리카나맛있다,72
4.33,1050,/메가...........빅싸이즈/친절하고 좋아요 :)/불고기 샐러드 맛있어요/일요일 낮 여직원분 완전친절하심 🍀🤗/맛잇고 친절해용/스콘이랑 로쉐가 있어요 직원분들 친절하시고 빵 맛있어요/매장이 작아서 그런지 빵 종류가 많지 않아요ㅜㅜ/사진이 안올라가는데 샐러드의 반인 양상추가 상태가 너무 안좋아서 다 버림.. 돈아까움/맛있어요~~^^/간만에 매장에서 직접 굽는 머핀을 사러갔는데 안나온다는 슬픈 소식을 접했다ㅠ,574
4.43,26,/가격대비 좋네요 또 생각날듯/./굿/가격좋고 맛있어요/좋아요/혼마세트45피스+초밥밥+새우튀김5피스 포장해서먹었어요. 45피스는 3인먹기 좋겠어요. 맛있고 좀 덜녹은채로 포장해주셨는데 좀 녹은후에 먹으니 입에서 살살 녹네요/굿/굳/참치가 해동이 덜 된건지 거의 얼음덩어리처럼 나오네요. 입안이 시려웠어요. 참치먹으녀와서 얼음만 먹은 느낌./사장님도 진짜 친절하시고 음식포장도 넉넉하게 깔끔하세 잘 해주세요!! 사진은 못찍었지만 ㅜㅜ 그리고 표고버섯장? 장아찌? 모르겠지만 진짜 참치랑 잘어울리고 별미에요👍👍👍,15
4.37,73,/ㅇㅏ..진짜 너무 아쉬워요ㅠㅠ 이모네족발은 맛있을땐 엄청 맛있고 어쩔땐 맛이 쏘쏘예요.대체 왜그럴까요...? 아는 언니네 집에서 첨 먹어봤는데 진짜 너~~~무 맛있어서 고기에서 넘 꼬소해서 우유맛이 날지경.. 이여서 상호 알아와서 종종 먹는 곳인데 ㅠㅠ 집근처 사는 친구가 맛있을땐 엄청 맛있고 맛 없을땐 진짜 별로라고하던 말이 생각나며 이제 무릎을 탁!쳤어여. 진짜 극과극이 너무 심한걸 이제 진심 느끼네요. 아쉽습니다. 쟁반국수 면 직접.../족발은 꼭 여기서 포장해다 먹어요! 막국수가 정말 맛있고 족발도 깔끔하게 맛있어요ㅎㅎ/맛나요/친절해요/막국수 맛있어요/굿/굿/사장님 친절하시고 족발도 맛있어요./맛있어요/00,34
4.22,38,/떡 맛있게 잘먹었습니다^^ 가래떡도 느무 맛나네요/굿굿/굿굿/굿/굿/좋아요/맛도 좋고 재료 질도 좋아요. 밤도 통조림 안 쓰고 직접 까서 하시더라구요. 친절하시기도 해서 다녀오면 마음도 푸근해집니다ㅎ/굿굿/떡 맛있어요/떡볶이떡으러 사먹었어요,21
4.2,53,/ㅎㅎ/좋아요/좋아요/very good~~!/굿/맛있어요/굿/좋아요,8
4.32,98,"/후라이드치킨 바삭하고 맛있어요. 쬐끔만 덜짜면 훨씬 좋겠어요./첫만남에 홀딱 반했어요 넘나 맛난 거,.../처갓집 괴안점 최고예용/후라이드 굿 양념 보통/바삭하니 맛있어요/슈프림 너무 맛잇어요/좋아요/굳/슈프리양념치킨이 맛있어요/😁",47
4.34,124,/친절하시고 좋아요~/가계 찾기가 힘들어요/좋아요/맛나요 스윗/맛나요 순살 갈비맛 약이 ㅜㅜ 작아요/맛있어요/맛나요~^^/맛있어요/궁금해서 시켜봤는데..넘 맛있어요 운동하고 하나만 먹을려다가 다 먹어버렸어요..ㅠㅠ ..하... 괜히시켰나봐요 ㅠㅠ 소스는 왤케 찰떡인거야... 치킨이 너무 밉다..ㅠㅠ/굽네치킨 괴안범박점이 제일 맛있어요! 여기서 자주 시켜먹는데 사장님들이 정말 항상 친절하세요. 괴안범박점 추천합니다!! 사장님덜 적게 일하시고 부자되세요 감사합니다 ❤️,51
4.46,87,"/친절하시고 맛있어요!/맛있어요:)/항상 맛있어요~! 식어도 맛있는 치킨입니당 ㅎㅎ/:)/굳/늘 빠르고 너무너무 맛있어요~~~~/처음부터 끝까지 맛나게 먹고 ㅋㅋㅋ/넘 맛있어요👍🏻/역시 양념치킨은 멕시카나에요! #역곡치킨 #역곡맛집 #멕시카나치킨/가끔 배달시켜먹지만 홀은 처음가봤어요ㅎㅎ 홀에 테이블은 2개밖에없어서 우리둘이 먹기엔 최고였구 저는 방문해서 먹는게 너무좋았어요 후라이드랑, 까르보 치킨도맛있었고 사장님도 친절하셨어요.7시반쯤가서 8시 반에 나와서ㅎㅎ더못먹는 아쉬움이있었지만 코로나끝나면 또한번 방문할께요!",38
4.18,72,/굿/품질 좋아요/굿/굿/ㅣ/굿/ㅈㅇㅇ/굿/굿/좋아요,39
4.4,105,/긋/좋아요/./굿/굿/굿이야/굿/오랜만에 먹었는데 맛있게 먹었어요 ㅎㅎ 가성비 굿/!/맛있어요 ㅎㅎㅎ 먹고 또 먹게 되는 맛? ㅎㅎ 그리고 친절하셔요! 좋아요!!!!,44
4.57,15,/사장님이 매우 친절해요 우리 할머니 같아요/너무 맛있었어요 친절하시고요 가끔씩 가고 싶은집이예요~~/맛있어요/친절하고 반찬이 진짜 맛나요,5
4.37,73,/ㅇㅏ..진짜 너무 아쉬워요ㅠㅠ 이모네족발은 맛있을땐 엄청 맛있고 어쩔땐 맛이 쏘쏘예요.대체 왜그럴까요...? 아는 언니네 집에서 첨 먹어봤는데 진짜 너~~~무 맛있어서 고기에서 넘 꼬소해서 우유맛이 날지경.. 이여서 상호 알아와서 종종 먹는 곳인데 ㅠㅠ 집근처 사는 친구가 맛있을땐 엄청 맛있고 맛 없을땐 진짜 별로라고하던 말이 생각나며 이제 무릎을 탁!쳤어여. 진짜 극과극이 너무 심한걸 이제 진심 느끼네요. 아쉽습니다. 쟁반국수 면 직접.../족발은 꼭 여기서 포장해다 먹어요! 막국수가 정말 맛있고 족발도 깔끔하게 맛있어요ㅎㅎ/맛나요/친절해요/막국수 맛있어요/굿/굿/사장님 친절하시고 족발도 맛있어요./맛있어요/00,34
4.45,130,/돈가스랑 새우튀김 맛잇어요/테이블이 끈적끈적한거 빼고 좋아요/새우튀김 맛잇어요/돈가스 존맛탱/돈가스 맛잇어요!/맛있어요/양도많고 맛있넹ㆍ/굿/그럭저럭 괜찮네요/맛있어요!,80
4.51,86,/소사홧팅 4가지맛 골고루 있어서 맛있었습니다. 아이들이 불고기맛 좋아하네요./걍걍../좋아요/씨앗호떡 서비스까지 너무감사합니다/소사불패 항상 맛있습니다./괜찮아요/맛있어요!! 또시킬랭/존맛/좋아요/좋아요,29
4.29,70,/시끄러워요/굿/굿/좋아요/이어폰 꼽고 있다가 메뉴 주문도 제대로 안받고 불친절해요 주문이 잘못되서 말했더니 얘기 안했다고 따짐/굿/카피가맛있어요/굿,26
4.73,19,/맛나백반집/좋아요/오천원백반굳/백반오천원/좋아요/백반맛집/가성비 완전 좋음/단골/가성비좋아요/백반맛집,11
4.4,60,"/맛있어요/피자 굿/영구스피자 굿/굿/가성비 좋고 , 맛도 괜찮네요 ~/좋아요/맛있어요^^/고구마가 징짜 맛잇네여/맛있어요",47
4.2,173,/새악 팥죽 맛있게 먹었어요/바지락신선도가별로인지 국물이 별로ㅠ 팥 칼국수는 맛있어요/바지락 장난아니게 많아요 강추/맛나요/맛있는데 바지락의 양은 줄어든것 같아요~/굿/1년에 2~3번 정도 가는데 최근 평들이나 블로그 후기가 안 좋아서 고민하다가 갔는데 전 맛있어요/잘먹었습니다/좋아요/굳,102
4.22,26,/굿/ㅅ/친절해요/좋아요/좋아요/좋아요/좋아요/좋아요/친절하십니다^^/TV에도 나온 집이라해서 사봤어요.. 가격 맛 맘에 들어요,11
4.39,91,/./맛나요!/네네치킨은 파닭이 진리인데 아이랑 같이 먹으려고 후라이드로 주문했어요. 염지가 쎄지않아 네살 아이 잘먹었습니다. 다만 크리스피라 먹을때 부스러 기 우스스 떨어진다는점 !! 그치만 또 이런맛으로 먹는거죠🤍 치킨무도 많이 시큼하지 않고 먹기 좋았습니다. 깐도리 아이스크림 서비스 ㅋㅋ 감사해용/굿 맛있어요~ 덜짭짤해서 애들간식으로 딱 아이스크림도 주시고 할인쿠폰 3천원쓰고 넘 쪼아요/좋아요/좋아요/굿/굿/좋아요/아이들 간식으로 덜짜고 맛나요,50
3.93,10,없음,10
