상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,네이버키워드,naver_store_url
커피프라넬,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.442142591834,126.791698276843,대야동%20커피프라넬,https://m.place.naver.com/restaurant/1698932588
개성진찹쌀순대,별식/퓨전요리,순대전문점,한식 음식점업,대야동,37.4445412032903,126.787478337865,대야동%20개성진찹쌀순대,https://m.place.naver.com/restaurant/1958435111
안골한우집,한식,한식/백반/한정식,한식 음식점업,대야동,37.449413195561,126.821056260002,대야동%20안골한우집,https://m.place.naver.com/restaurant/18239044
조마루감자탕,한식,해장국/감자탕,한식 음식점업,대야동,37.4457818396923,126.797787587459,대야동%20조마루감자탕,https://m.place.naver.com/restaurant/37943151
우리한우,한식,갈비/삼겹살,한식 음식점업,대야동,37.3365982985891,126.909049557826,대야동%20우리한우,https://m.place.naver.com/restaurant/37319830
한량의커피이야기,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4462851428982,126.785325557835,대야동%20한량의커피이야기,https://m.place.naver.com/restaurant/34052628
만미가시흥계수점,일식/수산물,민물장어전문,한식 음식점업,대야동,37.452786416947,126.822291771808,대야동%20만미가시흥계수점,https://m.place.naver.com/restaurant/32902224
지정환임실치즈피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",대야동,37.4423184963557,126.791277323965,대야동%20지정환임실치즈피자,https://m.place.naver.com/restaurant/1275556816
콩깍지,한식,한식/백반/한정식,한식 음식점업,대야동,37.4589683225093,126.784984786805,대야동%20콩깍지,https://m.place.naver.com/restaurant/34958413
의정부솥뚜껑부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,대야동,37.4474835135731,126.790595248042,대야동%20의정부솥뚜껑부대찌개,https://m.place.naver.com/restaurant/18226132
청년다방,한식,한식/백반/한정식,한식 음식점업,대야동,37.4454555621462,126.797600689408,대야동%20청년다방,https://m.place.naver.com/restaurant/1347286091
일미왕족발,한식,족발/보쌈전문,한식 음식점업,대야동,37.4474828388562,126.787012707044,대야동%20일미왕족발,https://m.place.naver.com/restaurant/32080589
장수식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.4449001536966,126.784703791486,대야동%20장수식당,https://m.place.naver.com/restaurant/31613951
오리마을,한식,한식/백반/한정식,한식 음식점업,대야동,37.4511024598626,126.818780647802,대야동%20오리마을,https://m.place.naver.com/restaurant/18239820
가마솥한방족발,한식,족발/보쌈전문,한식 음식점업,대야동,37.4466337425779,126.788563393267,대야동%20가마솥한방족발,https://m.place.naver.com/restaurant/19479824
택이네조개전골,일식/수산물,조개구이전문,한식 음식점업,대야동,37.4419129772991,126.791272546892,대야동%20택이네조개전골,https://m.place.naver.com/restaurant/1185182732
산들,한식,한식/백반/한정식,한식 음식점업,대야동,37.4484789316016,126.819533903664,대야동%20산들,https://m.place.naver.com/restaurant/807963534
또래오래,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4407251797368,126.792308691283,대야동%20또래오래,https://m.place.naver.com/restaurant/1748401165
고바우덩어리생고기,한식,갈비/삼겹살,한식 음식점업,대야동,37.4484085543596,126.791179338437,대야동%20고바우덩어리생고기,https://m.place.naver.com/restaurant/21757818
카페스윗,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3288374550484,126.916609062134,대야동%20카페스윗,https://m.place.naver.com/restaurant/1138407256
본도시락,패스트푸드,도시락전문점,한식 음식점업,대야동,37.4461687198778,126.798617688021,대야동%20본도시락,https://m.place.naver.com/restaurant/1260636006
대야추어탕,한식,한식/백반/한정식,한식 음식점업,대야동,37.4424649502175,126.792382433969,대야동%20대야추어탕,https://m.place.naver.com/restaurant/17890513
육회전설,한식,한식/백반/한정식,한식 음식점업,대야동,37.4423184963557,126.791277323965,대야동%20육회전설,https://m.place.naver.com/restaurant/1582350771
2040,유흥주점,호프/맥주,기타 주점업,대야동,37.4441185551393,126.792841795234,대야동%202040,https://m.place.naver.com/restaurant/1990818141
88식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.4510309428103,126.789453144395,대야동%2088식당,https://m.place.naver.com/restaurant/1623465634
올리브떡볶기,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4440901761273,126.787429112287,대야동%20올리브떡볶기,https://m.place.naver.com/restaurant/38227016
멕시카나,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4481314725243,126.791398526156,대야동%20멕시카나,https://m.place.naver.com/restaurant/37690752
좋은날국수집,한식,한식/백반/한정식,한식 음식점업,대야동,37.453752701672,126.816195927683,대야동%20좋은날국수집,https://m.place.naver.com/restaurant/35823435
본죽,별식/퓨전요리,죽전문점,한식 음식점업,대야동,37.4424649502175,126.792382433969,대야동%20본죽,https://m.place.naver.com/restaurant/12988359
무봉리토종순대국,별식/퓨전요리,순대전문점,한식 음식점업,대야동,37.452786416947,126.822291771808,대야동%20무봉리토종순대국,https://m.place.naver.com/restaurant/18226898
대성한식부페,부페,한식부페,한식 음식점업,대야동,37.4475917606751,126.812823469091,대야동%20대성한식부페,https://m.place.naver.com/restaurant/1276574654
황금복돼지,한식,기타고기요리,한식 음식점업,대야동,37.4513828458668,126.795674884069,대야동%20황금복돼지,https://m.place.naver.com/restaurant/1068461544
파리바게뜨,제과제빵떡케익,제과점,제과점업,대야동,37.3162673771068,126.919553562901,대야동%20파리바게뜨,https://m.place.naver.com/restaurant/1930695071
한우리쭈꾸미,일식/수산물,낙지/오징어,한식 음식점업,대야동,37.4622733217741,126.790956151905,대야동%20한우리쭈꾸미,https://m.place.naver.com/restaurant/36997042
발해짬뽕,중식,중국음식/중국집,중식 음식점업,대야동,37.4508621367861,126.796745615429,대야동%20발해짬뽕,https://m.place.naver.com/restaurant/31018861
방아두레박,한식,한식/백반/한정식,한식 음식점업,대야동,37.4440901761273,126.787429112287,대야동%20방아두레박,https://m.place.naver.com/restaurant/1959428501
대운가든,한식,한식/백반/한정식,한식 음식점업,대야동,37.464940187127,126.784786408071,대야동%20대운가든,https://m.place.naver.com/restaurant/18226180
필카롱,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4411848682117,126.792323903894,대야동%20필카롱,https://m.place.naver.com/restaurant/1080232183
연안식당,일식/수산물,해물찜/탕전문,한식 음식점업,대야동,37.4433507024995,126.790006329023,대야동%20연안식당,https://m.place.naver.com/restaurant/1678682154
어물전생선구이,일식/수산물,갈치/생선구이,한식 음식점업,대야동,37.444749800177,126.787610583482,대야동%20어물전생선구이,https://m.place.naver.com/restaurant/1412301432
남원추어탕,한식,추어탕전문,한식 음식점업,대야동,37.3345716349481,126.908153531405,대야동%20남원추어탕,https://m.place.naver.com/restaurant/1834337351
하우녹두삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,대야동,37.470096139575,126.781481064657,대야동%20하우녹두삼계탕,https://m.place.naver.com/restaurant/405387030
양평해장국,한식,한식/백반/한정식,한식 음식점업,대야동,37.4548879526551,126.816189336161,대야동%20양평해장국,https://m.place.naver.com/restaurant/38711603
스시오케이,일식/수산물,음식점-일식,일식 음식점업,대야동,37.4408307471581,126.792058385144,대야동%20스시오케이,https://m.place.naver.com/restaurant/1787869096
하우스킹,일식/수산물,음식점-일식,일식 음식점업,대야동,37.444647765947,126.786448227355,대야동%20하우스킹,https://m.place.naver.com/restaurant/775065030
배부장찌개,한식,한식/백반/한정식,한식 음식점업,대야동,37.4428016185816,126.790060374524,대야동%20배부장찌개,https://m.place.naver.com/restaurant/1291892220
스탠딩스테이크,양식,스테이크전문점,서양식 음식점업,대야동,37.4419591937493,126.786988878072,대야동%20스탠딩스테이크,https://m.place.naver.com/restaurant/1228823701
써브웨이,패스트푸드,패스트푸드,그외 기타 음식점업,대야동,37.4439043068097,126.792155883243,대야동%20써브웨이,https://m.place.naver.com/restaurant/1730653591
천장어,한식,한식/백반/한정식,한식 음식점업,대야동,37.4624265898974,126.801579146305,대야동%20천장어,https://m.place.naver.com/restaurant/599849148
등산길,유흥주점,호프/맥주,기타 주점업,대야동,37.4425207979005,126.785522024285,대야동%20등산길,https://m.place.naver.com/restaurant/1447301250
춘천숯불닭갈비,닭/오리요리,닭갈비전문,한식 음식점업,대야동,37.4432746022585,126.791374950678,대야동%20춘천숯불닭갈비,https://m.place.naver.com/restaurant/60147622
수내닭꼬치,유흥주점,꼬치구이전문점,기타 주점업,대야동,37.4428016185816,126.790060374524,대야동%20수내닭꼬치,https://m.place.naver.com/restaurant/1698585255
족발야시장,한식,한식/백반/한정식,한식 음식점업,대야동,37.4508167778631,126.795830885271,대야동%20족발야시장,https://m.place.naver.com/restaurant/1627757879
디올리앤,양식,기타전문서양음식점,서양식 음식점업,대야동,37.4711949125817,126.783181585302,대야동%20디올리앤,https://m.place.naver.com/restaurant/1745109467
선남선녀먹거리,한식,한식/백반/한정식,한식 음식점업,대야동,37.4428016185816,126.790060374524,대야동%20선남선녀먹거리,https://m.place.naver.com/restaurant/621850843
푸라닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4400585942542,126.788805008221,대야동%20푸라닭,https://m.place.naver.com/restaurant/1493134777
청화공간,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.451954318843,126.785482528634,대야동%20청화공간,https://m.place.naver.com/restaurant/1966484868
오가한식부페,부페,한식부페,한식 음식점업,대야동,37.4435359483697,126.813610812271,대야동%20오가한식부페,https://m.place.naver.com/restaurant/712010058
포장마차,유흥주점,호프/맥주,기타 주점업,대야동,37.3432017649492,126.89723927643,대야동%20포장마차,https://m.place.naver.com/restaurant/32407337
호우양꼬치,유흥주점,호프/맥주,기타 주점업,대야동,37.4424498168922,126.790902289277,대야동%20호우양꼬치,https://m.place.naver.com/restaurant/1784866425
한잔먹고가요,한식,한식/백반/한정식,한식 음식점업,대야동,37.4482091739569,126.789306491791,대야동%20한잔먹고가요,https://m.place.naver.com/restaurant/1739304339
신의주찹쌀순대,유흥주점,호프/맥주,기타 주점업,대야동,37.4429394216306,126.791199530523,대야동%20신의주찹쌀순대,https://m.place.naver.com/restaurant/1316899406
훌랄라참숯바베큐,한식,갈비/삼겹살,한식 음식점업,대야동,37.3269364850293,126.918610965085,대야동%20훌랄라참숯바베큐,https://m.place.naver.com/restaurant/1056296398
미켈고깃집,한식,갈비/삼겹살,한식 음식점업,대야동,37.4476157566926,126.79031058286,대야동%20미켈고깃집,https://m.place.naver.com/restaurant/1294654994
베스킨라빈스,패스트푸드,아이스크림판매,제과점업,대야동,37.4449493346137,126.797439275487,대야동%20베스킨라빈스,https://m.place.naver.com/restaurant/11782859
쥬시,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.445146612399,126.797345709081,대야동%20쥬시,https://m.place.naver.com/restaurant/1960150085
빽다방시흥대야롯데점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4416219197364,126.791887458561,대야동%20빽다방시흥대야롯데점,https://m.place.naver.com/restaurant/38232341
홍대불닭발,닭/오리요리,닭내장/닭발요리,한식 음식점업,대야동,37.4429394216306,126.791199530523,대야동%20홍대불닭발,https://m.place.naver.com/restaurant/37452520
홍익돈까스,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4477406913042,126.785799287136,대야동%20홍익돈까스,https://m.place.naver.com/restaurant/35045089
공수간,한식,한식/백반/한정식,한식 음식점업,대야동,37.4430281272874,126.791943953422,대야동%20공수간,https://m.place.naver.com/restaurant/1280674491
이학갈비,한식,갈비/삼겹살,한식 음식점업,대야동,37.455879964625,126.816275423633,대야동%20이학갈비,https://m.place.naver.com/restaurant/1581656535
토담골참숯불풍천장어,한식,한식/백반/한정식,한식 음식점업,대야동,37.4676826062945,126.783351565568,대야동%20토담골참숯불풍천장어,https://m.place.naver.com/restaurant/17889024
마리마리시흥점,한식,한식/백반/한정식,한식 음식점업,대야동,37.4481534188484,126.791782425066,대야동%20마리마리시흥점,https://m.place.naver.com/restaurant/40658568
솔레일커피전문점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.444653827652,126.785284126808,대야동%20솔레일커피전문점,https://m.place.naver.com/restaurant/1950808056
갈비세상,한식,갈비/삼겹살,한식 음식점업,대야동,37.4453077391756,126.797241419812,대야동%20갈비세상,https://m.place.naver.com/restaurant/1012433613
여우고개능이백숙,한식,한식/백반/한정식,한식 음식점업,대야동,37.4630368677262,126.789847390759,대야동%20여우고개능이백숙,https://m.place.naver.com/restaurant/1747952045
스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.443935024263,126.790754078513,대야동%20스타벅스,https://m.place.naver.com/restaurant/1446263639
피아노카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3267848021516,126.917789447062,대야동%20피아노카페,https://m.place.naver.com/restaurant/1799238661
강촌토종삼계탕,닭/오리요리,삼계탕전문,한식 음식점업,대야동,37.4410325248156,126.791524019876,대야동%20강촌토종삼계탕,https://m.place.naver.com/restaurant/17890572
대야손칼국수,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4453444711306,126.786730802156,대야동%20대야손칼국수,https://m.place.naver.com/restaurant/36640140
돈C숯불구이,한식,갈비/삼겹살,한식 음식점업,대야동,37.4423625838372,126.785908803757,대야동%20돈C숯불구이,https://m.place.naver.com/restaurant/1197239572
안골농장,닭/오리요리,오리고기전문,한식 음식점업,대야동,37.4514343506974,126.819532666048,대야동%20안골농장,https://m.place.naver.com/restaurant/13217353
고봉민김밥인,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.443935024263,126.790754078513,대야동%20고봉민김밥인,https://m.place.naver.com/restaurant/36331415
스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4416219197364,126.791887458561,대야동%20스타벅스,https://m.place.naver.com/restaurant/1446263639
1943,유흥주점,기타일반유흥주점,일반유흥 주점업,대야동,37.4432368246221,126.790324585029,대야동%201943,https://m.place.naver.com/restaurant/1129270129
난족발넌보쌈,한식,족발/보쌈전문,한식 음식점업,대야동,37.4423957631024,126.790903159113,대야동%20난족발넌보쌈,https://m.place.naver.com/restaurant/1405335155
뚝배기화룡짬뽕,중식,중국음식/중국집,중식 음식점업,대야동,37.4419591937493,126.786988878072,대야동%20뚝배기화룡짬뽕,https://m.place.naver.com/restaurant/1864200266
명성손만두전골,분식,국수/만두/칼국수,분식 및 김밥 전문점,대야동,37.445016001494,126.796907058406,대야동%20명성손만두전골,https://m.place.naver.com/restaurant/36640140
봉순게장,한식,한식/백반/한정식,한식 음식점업,대야동,37.454933992147,126.788723385016,대야동%20봉순게장,https://m.place.naver.com/restaurant/1705426799
생고기두루치기전문,한식,갈비/삼겹살,한식 음식점업,대야동,37.4441302687749,126.787823997406,대야동%20생고기두루치기전문,https://m.place.naver.com/restaurant/36060794
아이리스,한식,한식/백반/한정식,한식 음식점업,대야동,37.3420363889918,126.89691774666,대야동%20아이리스,https://m.place.naver.com/restaurant/13590386
늘솜당,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4709100681542,126.784395832514,대야동%20늘솜당,https://m.place.naver.com/restaurant/1330553508
CF숯불바베큐,양식,바베큐전문,서양식 음식점업,대야동,37.4488995383058,126.793375257777,대야동%20CF숯불바베큐,https://m.place.naver.com/restaurant/1817329829
미스터빠삭시흥센트럴,유흥주점,호프/맥주,기타 주점업,대야동,37.4400585942542,126.788805008221,대야동%20미스터빠삭시흥센트럴,https://m.place.naver.com/restaurant/1906230984
기대주점,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4429394216306,126.791199530523,대야동%20기대주점,https://m.place.naver.com/restaurant/1096941380
은행감자탕,한식,해장국/감자탕,한식 음식점업,대야동,37.4476157566926,126.79031058286,대야동%20은행감자탕,https://m.place.naver.com/restaurant/17890595
커피콩,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4444094963349,126.793097042838,대야동%20커피콩,https://m.place.naver.com/restaurant/1511091536
어반로스팅,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.446156953836,126.798346646502,대야동%20어반로스팅,https://m.place.naver.com/restaurant/32278386
천년장어,한식,한식/백반/한정식,한식 음식점업,대야동,37.4599635471877,126.784505247841,대야동%20천년장어,https://m.place.naver.com/restaurant/1831690785
나무커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4559604810702,126.786898396916,대야동%20나무커피,https://m.place.naver.com/restaurant/1689097304
봄스해신탕,한식,한식/백반/한정식,한식 음식점업,대야동,37.4682527910021,126.784472778977,대야동%20봄스해신탕,https://m.place.naver.com/restaurant/1375233907
청춘커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.448528328893,126.791437347504,대야동%20청춘커피,https://m.place.naver.com/restaurant/1944485670
해가듬,한식,한식/백반/한정식,한식 음식점업,대야동,37.447170512552,126.790826314645,대야동%20해가듬,https://m.place.naver.com/restaurant/1399133697
피자마루,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",대야동,37.3166775885298,126.9250194336,대야동%20피자마루,https://m.place.naver.com/restaurant/1434438777
정가네즉석김밥,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4454555621462,126.797600689408,대야동%20정가네즉석김밥,https://m.place.naver.com/restaurant/1429070930
셀렉토커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4448252793418,126.789700055139,대야동%20셀렉토커피,https://m.place.naver.com/restaurant/1960673555
나누리분식,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4488995383058,126.793375257777,대야동%20나누리분식,https://m.place.naver.com/restaurant/31616140
김밥천국,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4422304865193,126.791482151257,대야동%20김밥천국,https://m.place.naver.com/restaurant/18225356
먹자골,한식,한식/백반/한정식,한식 음식점업,대야동,37.4441601019459,126.788976210421,대야동%20먹자골,https://m.place.naver.com/restaurant/1572267511
박가네오리농장,한식,한식/백반/한정식,한식 음식점업,대야동,37.4510036992275,126.818816106857,대야동%20박가네오리농장,https://m.place.naver.com/restaurant/35483346
광일,한식,한식/백반/한정식,한식 음식점업,대야동,37.4704014313296,126.783126619542,대야동%20광일,https://m.place.naver.com/restaurant/17887933
김밥까페,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4469789041768,126.792355081333,대야동%20김밥까페,https://m.place.naver.com/restaurant/1720814557
릴리프커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4583450395162,126.814100283007,대야동%20릴리프커피,https://m.place.naver.com/restaurant/1215075590
쁘띠몽드,한식,한식/백반/한정식,한식 음식점업,대야동,37.4415415294943,126.79107511264,대야동%20쁘띠몽드,https://m.place.naver.com/restaurant/1048539787
월남국수,한식,한식/백반/한정식,한식 음식점업,대야동,37.4423184963557,126.791277323965,대야동%20월남국수,https://m.place.naver.com/restaurant/1167346295
봉평막국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,대야동,37.4480464665103,126.791897160384,대야동%20봉평막국수,https://m.place.naver.com/restaurant/1725388814
육일분식,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4471906455895,126.787514685704,대야동%20육일분식,https://m.place.naver.com/restaurant/1531056230
생활의달인문영순족발보쌈,한식,족발/보쌈전문,한식 음식점업,대야동,37.4408836461537,126.791944530394,대야동%20생활의달인문영순족발보쌈,https://m.place.naver.com/restaurant/1567548561
족발천국보쌈,한식,족발/보쌈전문,한식 음식점업,대야동,37.444050809101,126.785350380884,대야동%20족발천국보쌈,https://m.place.naver.com/restaurant/35708272
박가네뽈데기찜명태찜,한식,한식/백반/한정식,한식 음식점업,대야동,37.4428016185816,126.790060374524,대야동%20박가네뽈데기찜명태찜,https://m.place.naver.com/restaurant/37054842
필드치킨,유흥주점,호프/맥주,기타 주점업,대야동,37.446367662264,126.786341336503,대야동%20필드치킨,https://m.place.naver.com/restaurant/1601525207
대야원,한식,한식/백반/한정식,한식 음식점업,대야동,37.4459664364096,126.786754661285,대야동%20대야원,https://m.place.naver.com/restaurant/1212405317
수커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4472617628636,126.791819368645,대야동%20수커피,https://m.place.naver.com/restaurant/37249482
GS25,제과제빵떡케익,제과점,제과점업,대야동,37.3277265721151,126.917313312152,대야동%20GS25,https://m.place.naver.com/restaurant/1544123123
네네치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.3268673326225,126.917946231839,대야동%20네네치킨,https://m.place.naver.com/restaurant/11778948
벤츠단란주점,유흥주점,룸살롱/단란주점,일반유흥 주점업,대야동,37.442190744106,126.790239721037,대야동%20벤츠단란주점,https://m.place.naver.com/restaurant/1499686559
하우재,분식,국수/만두/칼국수,분식 및 김밥 전문점,대야동,37.4673259045691,126.782837344005,대야동%20하우재,https://m.place.naver.com/restaurant/1135106563
홈워크스터디카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4411993043131,126.791091919217,대야동%20홈워크스터디카페,https://m.place.naver.com/restaurant/1236753423
77뽕수타짜장짬뽕,중식,중국음식/중국집,중식 음식점업,대야동,37.4590550414028,126.784655591911,대야동%2077뽕수타짜장짬뽕,https://m.place.naver.com/restaurant/1417084753
토종한우,한식,갈비/삼겹살,한식 음식점업,대야동,37.4524770725578,126.788130086822,대야동%20토종한우,https://m.place.naver.com/restaurant/1107598168
카페담다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3153433936893,126.918032471545,대야동%20카페담다,https://m.place.naver.com/restaurant/1618041211
온도,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3236113324723,126.89229033146,대야동%20온도,https://m.place.naver.com/restaurant/1301734932
샐럽데이,한식,한식/백반/한정식,한식 음식점업,대야동,37.4400585942542,126.788805008221,대야동%20샐럽데이,https://m.place.naver.com/restaurant/1333049301
킹콩부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,대야동,37.4425207979005,126.785522024285,대야동%20킹콩부대찌개,https://m.place.naver.com/restaurant/1040201952
떡군이네떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,대야동,37.4401306659467,126.788803846525,대야동%20떡군이네떡볶이,https://m.place.naver.com/restaurant/1260753922
믿음밥집,양식,정통양식/경양식,서양식 음식점업,대야동,37.4451519568983,126.787287663672,대야동%20믿음밥집,https://m.place.naver.com/restaurant/1954348738
푸드스토리,한식,한식/백반/한정식,한식 음식점업,대야동,37.4461305433408,126.7843109479,대야동%20푸드스토리,https://m.place.naver.com/restaurant/1845131401
BHC치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4503833110465,126.795736117413,대야동%20BHC치킨,https://m.place.naver.com/restaurant/1070928035
봉명동내커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4425632880204,126.785272722495,대야동%20봉명동내커피,https://m.place.naver.com/restaurant/1923217183
이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3266576365843,126.917678436622,대야동%20이디야커피,https://m.place.naver.com/restaurant/1095813414
배달은돼지삼형제,한식,갈비/삼겹살,한식 음식점업,대야동,37.4400585942542,126.788805008221,대야동%20배달은돼지삼형제,https://m.place.naver.com/restaurant/1683812428
치킨플러스,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.3279436976563,126.918393424393,대야동%20치킨플러스,https://m.place.naver.com/restaurant/1281673353
묵스버거,양식,정통양식/경양식,서양식 음식점업,대야동,37.4500818414308,126.796215627262,대야동%20묵스버거,https://m.place.naver.com/restaurant/1331555186
소울푸드,한식,한식/백반/한정식,한식 음식점업,대야동,37.4400585942542,126.788805008221,대야동%20소울푸드,https://m.place.naver.com/restaurant/1506634490
라블루,유흥주점,호프/맥주,기타 주점업,인계동,37.2652750832349,127.030906145262,인계동%20라블루,https://m.place.naver.com/restaurant/1028613160
이화정한정식,한식,한식/백반/한정식,한식 음식점업,인계동,37.2645385843396,127.028998958765,인계동%20이화정한정식,https://m.place.naver.com/restaurant/13063332
네네치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2693044289382,127.034394847783,인계동%20네네치킨,https://m.place.naver.com/restaurant/36654938
진미,중식,중국음식/중국집,중식 음식점업,인계동,37.274704209986,127.020411577895,인계동%20진미,https://m.place.naver.com/restaurant/33303393
크리스피크림,패스트푸드,도너츠전문,제과점업,인계동,37.2651165396581,127.03355764865,인계동%20크리스피크림,https://m.place.naver.com/restaurant/36091028
리치리치,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2716519737444,127.036078716953,인계동%20리치리치,https://m.place.naver.com/restaurant/35853710
함흥냉면,한식,냉면집,한식 음식점업,인계동,37.264360898878,127.033713870097,인계동%20함흥냉면,https://m.place.naver.com/restaurant/36843782
에스라이브카페,유흥주점,기타일반유흥주점,일반유흥 주점업,인계동,37.2683200544852,127.025331185179,인계동%20에스라이브카페,https://m.place.naver.com/restaurant/1370055007
함초꼬마김밥,분식,라면김밥분식,분식 및 김밥 전문점,인계동,37.2753367324682,127.022805140514,인계동%20함초꼬마김밥,https://m.place.naver.com/restaurant/1057826217
사계절,유흥주점,기타일반유흥주점,일반유흥 주점업,인계동,37.2650640101255,127.031540213022,인계동%20사계절,https://m.place.naver.com/restaurant/1491730396
스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2655346685802,127.032898389359,인계동%20스타벅스,https://m.place.naver.com/restaurant/35643998
수원회관,한식,한식/백반/한정식,한식 음식점업,인계동,37.265196995,127.027975813001,인계동%20수원회관,https://m.place.naver.com/restaurant/1917943596
수호정,한식,한식/백반/한정식,한식 음식점업,인계동,37.2682269844919,127.024971591039,인계동%20수호정,https://m.place.naver.com/restaurant/32749379
뜰23,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2680066555556,127.025571994961,인계동%20뜰23,https://m.place.naver.com/restaurant/1270900986
스시정,일식/수산물,음식점-초밥전문,일식 음식점업,인계동,37.2671341787042,127.031254384285,인계동%20스시정,https://m.place.naver.com/restaurant/38722434
돼랑숯돌생고기,한식,갈비/삼겹살,한식 음식점업,인계동,37.2653403249857,127.021310815472,인계동%20돼랑숯돌생고기,https://m.place.naver.com/restaurant/11608157
치코파닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2677778699606,127.02624015274,인계동%20치코파닭,https://m.place.naver.com/restaurant/1496264340
순두부마을,한식,순두부전문,한식 음식점업,인계동,37.2757845508418,127.02465988051,인계동%20순두부마을,https://m.place.naver.com/restaurant/18207486
본능이백숙,닭/오리요리,삼계탕전문,한식 음식점업,인계동,37.2644790256113,127.026136064308,인계동%20본능이백숙,https://m.place.naver.com/restaurant/1193477365
포동이네,일식/수산물,음식점-일식,일식 음식점업,인계동,37.2642499421266,127.030062441032,인계동%20포동이네,https://m.place.naver.com/restaurant/38338126
노가리,유흥주점,호프/맥주,기타 주점업,인계동,37.2769885397574,127.035232619799,인계동%20노가리,https://m.place.naver.com/restaurant/1070065904
뚱땡이회수산,일식/수산물,횟집,한식 음식점업,인계동,37.2661724065125,127.021683379829,인계동%20뚱땡이회수산,https://m.place.naver.com/restaurant/32625338
개성집,한식,한식/백반/한정식,한식 음식점업,인계동,37.2652362459185,127.034976689195,인계동%20개성집,https://m.place.naver.com/restaurant/1717479267
장보고참치,일식/수산물,참치전문점,일식 음식점업,인계동,37.2657087352934,127.026650126926,인계동%20장보고참치,https://m.place.naver.com/restaurant/18198585
고기랑,한식,한식/백반/한정식,한식 음식점업,인계동,37.2645047761659,127.035887963765,인계동%20고기랑,https://m.place.naver.com/restaurant/19747705
