상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,네이버키워드,naver_store_url
리썸카페,양식,정통양식/경양식,서양식 음식점업,별내동,37.6519061610389,127.113878979985,별내동%20리썸카페,https://m.place.naver.com/restaurant/1158511645
어반클락,한식,한식/백반/한정식,한식 음식점업,별내동,37.6566200558182,127.128590344201,별내동%20어반클락,https://m.place.naver.com/restaurant/1864217392
별내떡집,제과제빵떡케익,떡전문,제과점업,별내동,37.6503691688717,127.113183300483,별내동%20별내떡집,https://m.place.naver.com/restaurant/1534809299
브라우니카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6561080058649,127.102359762679,별내동%20브라우니카페,https://m.place.naver.com/restaurant/35746418
원조뼈다귀,한식,해장국/감자탕,한식 음식점업,별내동,37.6652945528038,127.116145461665,별내동%20원조뼈다귀,https://m.place.naver.com/restaurant/31549780
올리엔남양주별내점,양식,기타전문서양음식점,서양식 음식점업,별내동,37.6578865975553,127.126841505177,별내동%20올리엔남양주별내점,https://m.place.naver.com/restaurant/1555869344
모모타코,일식/수산물,음식점-일식,일식 음식점업,별내동,37.6519485801978,127.114728425182,별내동%20모모타코,https://m.place.naver.com/restaurant/1230863264
해풍코다리동태탕찜,일식/수산물,수산물전문음식점-종합,한식 음식점업,별내동,37.6581276103523,127.130193430277,별내동%20해풍코다리동태탕찜,https://m.place.naver.com/restaurant/1362331319
날쌘카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6516221942599,127.114460317165,별내동%20날쌘카페,https://m.place.naver.com/restaurant/1828570334
미호,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6642814941165,127.133839356683,별내동%20미호,https://m.place.naver.com/restaurant/1007571116
꼬치의품격,유흥주점,꼬치구이전문점,기타 주점업,별내동,37.6506793351592,127.114890814182,별내동%20꼬치의품격,https://m.place.naver.com/restaurant/1355748636
815참치,일식/수산물,참치전문점,일식 음식점업,별내동,37.6515892076166,127.129397086121,별내동%20815참치,https://m.place.naver.com/restaurant/1772719722
진선소고기국밥,한식,한식/백반/한정식,한식 음식점업,별내동,37.6471633711879,127.123080199464,별내동%20진선소고기국밥,https://m.place.naver.com/restaurant/1373101708
맵당,한식,한식/백반/한정식,한식 음식점업,별내동,37.6593663929919,127.128342902779,별내동%20맵당,https://m.place.naver.com/restaurant/1405368371
푸른바다찜탕,일식/수산물,해물찜/탕전문,한식 음식점업,별내동,37.6512596030571,127.115371226955,별내동%20푸른바다찜탕,https://m.place.naver.com/restaurant/1053698531
망향비빔국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,별내동,37.6635817775991,127.125709361251,별내동%20망향비빔국수,https://m.place.naver.com/restaurant/1773266380
담터추어탕,한식,한식/백반/한정식,한식 음식점업,별내동,37.6431497419388,127.111705411065,별내동%20담터추어탕,https://m.place.naver.com/restaurant/1608592628
뜰로뜰로,한식,한식/백반/한정식,한식 음식점업,별내동,37.6818634898103,127.105246587225,별내동%20뜰로뜰로,https://m.place.naver.com/restaurant/1919167548
유니콘자리,한식,한식/백반/한정식,한식 음식점업,별내동,37.6520670877405,127.111315883594,별내동%20유니콘자리,https://m.place.naver.com/restaurant/1252299310
샌드리아,패스트푸드,샌드위치전문점,"피자, 햄버거, 샌드위치 및 유사 음식점업",별내동,37.6576479038274,127.128680332987,별내동%20샌드리아,https://m.place.naver.com/restaurant/1063778820
비스트로보노,양식,기타전문서양음식점,서양식 음식점업,별내동,37.6676858215079,127.116615846794,별내동%20비스트로보노,https://m.place.naver.com/restaurant/1080190112
오롯이서재,한식,한식/백반/한정식,한식 음식점업,별내동,37.6655543746845,127.117151171425,별내동%20오롯이서재,https://m.place.naver.com/restaurant/1590161105
고베소별내,한식,갈비/삼겹살,한식 음식점업,별내동,37.6515892076166,127.129397086121,별내동%20고베소별내,https://m.place.naver.com/restaurant/1016776074
청년다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6468431511673,127.123639226804,별내동%20청년다방,https://m.place.naver.com/restaurant/1727325696
셀렉토커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6515892076166,127.129397086121,별내동%20셀렉토커피,https://m.place.naver.com/restaurant/1827194097
컴포즈커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6460277760781,127.126685719948,별내동%20컴포즈커피,https://m.place.naver.com/restaurant/1572462176
육회친구참치feat.연어,일식/수산물,음식점-일식,일식 음식점업,별내동,37.6592278477777,127.129103885496,별내동%20육회친구참치feat.연어,https://m.place.naver.com/restaurant/1327771833
역전할머니맥주,유흥주점,기타일반유흥주점,일반유흥 주점업,별내동,37.6473328689072,127.122851567411,별내동%20역전할머니맥주,https://m.place.naver.com/restaurant/1212647341
카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6561429282273,127.127428590041,별내동%20카페,https://m.place.naver.com/restaurant/1188021960
자마버거,한식,한식/백반/한정식,한식 음식점업,별내동,37.6587257065421,127.128214389019,별내동%20자마버거,https://m.place.naver.com/restaurant/1354373503
입큰아구찜&알곤이찜,일식/수산물,해물찜/탕전문,한식 음식점업,별내동,37.6517996632035,127.114095565489,별내동%20입큰아구찜&알곤이찜,https://m.place.naver.com/restaurant/1677225412
롯데시네마,한식,한식/백반/한정식,한식 음식점업,별내동,37.6448426992233,127.127266174111,별내동%20롯데시네마,https://m.place.naver.com/restaurant/1680091072
노블레스식당,한식,한식/백반/한정식,한식 음식점업,별내동,37.6430308891028,127.121100476588,별내동%20노블레스식당,https://m.place.naver.com/restaurant/33949116
꾸움돼지,한식,한식/백반/한정식,한식 음식점업,별내동,37.6657620303148,127.114802416864,별내동%20꾸움돼지,https://m.place.naver.com/restaurant/1712598858
진1926별내,한식,기타고기요리,한식 음식점업,별내동,37.6464286156514,127.124845270837,별내동%20진1926별내,https://m.place.naver.com/restaurant/1574974297
등촌샤브칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,별내동,37.6460277760781,127.126685719948,별내동%20등촌샤브칼국수,https://m.place.naver.com/restaurant/1150294005
닥치고떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,별내동,37.6517996632035,127.114095565489,별내동%20닥치고떡볶이,https://m.place.naver.com/restaurant/1527360297
낭만치맥,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6664774335765,127.132260959741,별내동%20낭만치맥,https://m.place.naver.com/restaurant/1893013317
도시피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",별내동,37.6517996632035,127.114095565489,별내동%20도시피자,https://m.place.naver.com/restaurant/1613546865
BHC치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6513773223763,127.115449158528,별내동%20BHC치킨,https://m.place.naver.com/restaurant/35644235
에그드랍,패스트푸드,샌드위치전문점,"피자, 햄버거, 샌드위치 및 유사 음식점업",별내동,37.6473042401309,127.12384911638,별내동%20에그드랍,https://m.place.naver.com/restaurant/1061331099
곱창의전설,한식,곱창/양구이전문,한식 음식점업,별내동,37.6460277760781,127.126685719948,별내동%20곱창의전설,https://m.place.naver.com/restaurant/1533289825
다온카페,한식,한식/백반/한정식,한식 음식점업,별내동,37.6430308891028,127.121100476588,별내동%20다온카페,https://m.place.naver.com/restaurant/1398454563
선식당,한식,한식/백반/한정식,한식 음식점업,별내동,37.6509258194696,127.114117278686,별내동%20선식당,https://m.place.naver.com/restaurant/1674820325
화로상회,부페,고기부페,한식 음식점업,별내동,37.666257131585,127.115941355051,별내동%20화로상회,https://m.place.naver.com/restaurant/1294025206
짐키친,한식,한식/백반/한정식,한식 음식점업,별내동,37.6459121073364,127.125667216868,별내동%20짐키친,https://m.place.naver.com/restaurant/1505504211
덮덮밥,한식,한식/백반/한정식,한식 음식점업,별내동,37.6665923442996,127.113783751133,별내동%20덮덮밥,https://m.place.naver.com/restaurant/1636216646
풍년숯불갈비,한식,갈비/삼겹살,한식 음식점업,대야동,37.4477373831368,126.790749381468,대야동%20풍년숯불갈비,https://m.place.naver.com/restaurant/18225017
하우농원,닭/오리요리,오리고기전문,한식 음식점업,대야동,37.4700777602839,126.784070167103,대야동%20하우농원,https://m.place.naver.com/restaurant/11692216
정가네식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.4454555621462,126.797600689408,대야동%20정가네식당,https://m.place.naver.com/restaurant/1429070930
솔밭농원,한식,한식/백반/한정식,한식 음식점업,대야동,37.4575764382098,126.801328766811,대야동%20솔밭농원,https://m.place.naver.com/restaurant/1076217916
조양,한식,갈비/삼겹살,한식 음식점업,대야동,37.3348869675013,126.90814896713,대야동%20조양,https://m.place.naver.com/restaurant/37910762
제일분식,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4446658050482,126.784696281297,대야동%20제일분식,https://m.place.naver.com/restaurant/31613961
장수보양촌,한식,한식/백반/한정식,한식 음식점업,대야동,37.4461687198778,126.798617688021,대야동%20장수보양촌,https://m.place.naver.com/restaurant/1253584874
전통식남원추어탕,한식,추어탕전문,한식 음식점업,대야동,37.4423382262994,126.786169112246,대야동%20전통식남원추어탕,https://m.place.naver.com/restaurant/1834337351
카페겁쟁이페달,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4459639732269,126.7979767934,대야동%20카페겁쟁이페달,https://m.place.naver.com/restaurant/1297721458
무교동낙지,일식/수산물,낙지/오징어,한식 음식점업,대야동,37.4548879526551,126.816189336161,대야동%20무교동낙지,https://m.place.naver.com/restaurant/12875590
몽블랑,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.324318799798,126.887981103095,대야동%20몽블랑,https://m.place.naver.com/restaurant/1149680060
대성한식뷔페,부페,한식부페,한식 음식점업,대야동,37.4454796258639,126.810664422889,대야동%20대성한식뷔페,https://m.place.naver.com/restaurant/1276574654
홍두깨칼국수전문점,분식,국수/만두/칼국수,분식 및 김밥 전문점,대야동,37.4561605335876,126.787076009071,대야동%20홍두깨칼국수전문점,https://m.place.naver.com/restaurant/1823058612
마산원조아구찜시흥본점,일식/수산물,해물찜/탕전문,한식 음식점업,대야동,37.4401704327254,126.792690518102,대야동%20마산원조아구찜시흥본점,https://m.place.naver.com/restaurant/1087701167
옥천영양돌솥밥,한식,돌솥/비빕밥전문점,한식 음식점업,대야동,37.4427966382354,126.786060000056,대야동%20옥천영양돌솥밥,https://m.place.naver.com/restaurant/17889065
한스,한식,한식/백반/한정식,한식 음식점업,대야동,37.4431809675487,126.787511590572,대야동%20한스,https://m.place.naver.com/restaurant/1636988806
김밥나라,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.442142591834,126.791698276843,대야동%20김밥나라,https://m.place.naver.com/restaurant/1030924295
중년7080라이브,유흥주점,호프/맥주,기타 주점업,대야동,37.4423975749612,126.78580653244,대야동%20중년7080라이브,https://m.place.naver.com/restaurant/1004470857
프라넬커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.442142591834,126.791698276843,대야동%20프라넬커피,https://m.place.naver.com/restaurant/1698932588
선식당,양식,기타전문서양음식점,서양식 음식점업,대야동,37.4466752231189,126.797920208002,대야동%20선식당,https://m.place.naver.com/restaurant/1915055676
푸른바다찜탕,한식,한식/백반/한정식,한식 음식점업,대야동,37.4451519568983,126.787287663672,대야동%20푸른바다찜탕,https://m.place.naver.com/restaurant/1332821438
진도야족발보쌈,한식,족발/보쌈전문,한식 음식점업,대야동,37.4431605151225,126.787274604384,대야동%20진도야족발보쌈,https://m.place.naver.com/restaurant/1153323315
모모솜사탕,분식,스낵,분식 및 김밥 전문점,대야동,37.453752701672,126.816195927683,대야동%20모모솜사탕,https://m.place.naver.com/restaurant/1912042689
장수촌,한식,한식/백반/한정식,한식 음식점업,대야동,37.4594895023584,126.783970366412,대야동%20장수촌,https://m.place.naver.com/restaurant/34391669
모도리감자탕뼈찜,한식,한식/백반/한정식,한식 음식점업,대야동,37.4424649502175,126.792382433969,대야동%20모도리감자탕뼈찜,https://m.place.naver.com/restaurant/1958843068
동춘칡냉면,한식,냉면집,한식 음식점업,대야동,37.4489220648686,126.791171074995,대야동%20동춘칡냉면,https://m.place.naver.com/restaurant/17889347
베스트,한식,한식/백반/한정식,한식 음식점업,대야동,37.442190744106,126.790239721037,대야동%20베스트,https://m.place.naver.com/restaurant/13513108
시카고라운지,유흥주점,호프/맥주,기타 주점업,대야동,37.4432746022585,126.791374950678,대야동%20시카고라운지,https://m.place.naver.com/restaurant/1025751304
갯벌민물장어기장산꼼장어,일식/수산물,민물장어전문,한식 음식점업,대야동,37.4523164381763,126.795332152115,대야동%20갯벌민물장어기장산꼼장어,https://m.place.naver.com/restaurant/1611741434
백년회관서서갈비,한식,갈비/삼겹살,한식 음식점업,대야동,37.4432746022585,126.791374950678,대야동%20백년회관서서갈비,https://m.place.naver.com/restaurant/1541628330
마신떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,대야동,37.325694337831,126.917771236804,대야동%20마신떡볶이,https://m.place.naver.com/restaurant/1021399571
콩심,한식,한식/백반/한정식,한식 음식점업,대야동,37.4439043068097,126.792155883243,대야동%20콩심,https://m.place.naver.com/restaurant/37471211
몽비쥬,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4456683510513,126.799032531452,대야동%20몽비쥬,https://m.place.naver.com/restaurant/1988323546
최가네미친만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,대야동,37.4629422955195,126.791171454404,대야동%20최가네미친만두,https://m.place.naver.com/restaurant/1150625693
송가네빈대떡,한식,한식/백반/한정식,한식 음식점업,대야동,37.4457765083252,126.798149310491,대야동%20송가네빈대떡,https://m.place.naver.com/restaurant/38008892
뷰티해봄,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4430001733574,126.792735455711,대야동%20뷰티해봄,https://m.place.naver.com/restaurant/1423308171
유가네닭갈비,닭/오리요리,닭갈비전문,한식 음식점업,대야동,37.3155518844015,126.917183350397,대야동%20유가네닭갈비,https://m.place.naver.com/restaurant/1832005403
마이웨이,유흥주점,룸살롱/단란주점,일반유흥 주점업,대야동,37.4419279805779,126.790097044012,대야동%20마이웨이,https://m.place.naver.com/restaurant/1946622757
카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3166205432199,126.923700259424,대야동%20카페,https://m.place.naver.com/restaurant/1330553508
술친구,한식,한식/백반/한정식,한식 음식점업,대야동,37.4424319855359,126.785647767101,대야동%20술친구,https://m.place.naver.com/restaurant/1691789551
미스터보쌈,한식,족발/보쌈전문,한식 음식점업,대야동,37.4419591937493,126.786988878072,대야동%20미스터보쌈,https://m.place.naver.com/restaurant/36830926
레몬,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4662042809864,126.784166821241,대야동%20레몬,https://m.place.naver.com/restaurant/1639174302
바람부리명태찜,한식,한식/백반/한정식,한식 음식점업,대야동,37.4453444711306,126.786730802156,대야동%20바람부리명태찜,https://m.place.naver.com/restaurant/18225574
롯데슈퍼,제과제빵떡케익,제과점,제과점업,대야동,37.3266013787886,126.918423949498,대야동%20롯데슈퍼,https://m.place.naver.com/restaurant/11625310
푸라닭치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4400585942542,126.788805008221,대야동%20푸라닭치킨,https://m.place.naver.com/restaurant/1493134777
제주흑돼지전문점,한식,갈비/삼겹살,한식 음식점업,대야동,37.4426437364331,126.790481042823,대야동%20제주흑돼지전문점,https://m.place.naver.com/restaurant/1318899764
구들짱삼겹살전문점,한식,갈비/삼겹살,한식 음식점업,대야동,37.4426437364331,126.790481042823,대야동%20구들짱삼겹살전문점,https://m.place.naver.com/restaurant/13120831
깻잎두마리치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4419591937493,126.786988878072,대야동%20깻잎두마리치킨,https://m.place.naver.com/restaurant/33821259
마산아구찜시흥본점,일식/수산물,아구전문,한식 음식점업,대야동,37.4400625558595,126.792714851973,대야동%20마산아구찜시흥본점,https://m.place.naver.com/restaurant/1087701167
스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4417135512652,126.78763697534,대야동%20스타벅스,https://m.place.naver.com/restaurant/1446263639
피자집,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",대야동,37.3163024110995,126.922407378517,대야동%20피자집,https://m.place.naver.com/restaurant/11783236
컴포즈커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4400585942542,126.788805008221,대야동%20컴포즈커피,https://m.place.naver.com/restaurant/1423218900
봉평메밀막국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,대야동,37.3270112419984,126.918903264297,대야동%20봉평메밀막국수,https://m.place.naver.com/restaurant/13454359
진주식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.4475917606751,126.812823469091,대야동%20진주식당,https://m.place.naver.com/restaurant/1272719916
계수리원조양평해장국,한식,해장국/감자탕,한식 음식점업,대야동,37.448009040436,126.807731187089,대야동%20계수리원조양평해장국,https://m.place.naver.com/restaurant/38711603
파리바게뜨,제과제빵떡케익,제과점,제과점업,대야동,37.450990135796,126.796042843365,대야동%20파리바게뜨,https://m.place.naver.com/restaurant/1930695071
BBQ치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4424649502175,126.792382433969,대야동%20BBQ치킨,https://m.place.naver.com/restaurant/1441347332
산마루,한식,한식/백반/한정식,한식 음식점업,대야동,37.4713241796913,126.783484724913,대야동%20산마루,https://m.place.naver.com/restaurant/31708130
꽐라7080라이브단란주점,유흥주점,룸살롱/단란주점,일반유흥 주점업,대야동,37.4435906025551,126.790556206749,대야동%20꽐라7080라이브단란주점,https://m.place.naver.com/restaurant/1047156084
골목참치초밥,일식/수산물,음식점-일식,일식 음식점업,대야동,37.4454345116433,126.798188684923,대야동%20골목참치초밥,https://m.place.naver.com/restaurant/1268931367
한끼의설레임,한식,한식/백반/한정식,한식 음식점업,대야동,37.4520801670615,126.799562937052,대야동%20한끼의설레임,https://m.place.naver.com/restaurant/1440813109
참맛식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.4436025680713,126.785572343397,대야동%20참맛식당,https://m.place.naver.com/restaurant/1839190581
한량이야기,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,대야동,37.4462851428982,126.785325557835,대야동%20한량이야기,https://m.place.naver.com/restaurant/34052628
시골밥상냉면,한식,한식/백반/한정식,한식 음식점업,대야동,37.4523164381763,126.795332152115,대야동%20시골밥상냉면,https://m.place.naver.com/restaurant/1697610178
딜라이트,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3149745795616,126.919086954526,대야동%20딜라이트,https://m.place.naver.com/restaurant/1608240103
이백,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3331154900154,126.904642594613,대야동%20이백,https://m.place.naver.com/restaurant/1485644870
54김문기국밥,한식,한식/백반/한정식,한식 음식점업,대야동,37.4520141644787,126.795732574214,대야동%2054김문기국밥,https://m.place.naver.com/restaurant/1026337474
대야숯불갈비,한식,갈비/삼겹살,한식 음식점업,대야동,37.4437370880053,126.787265297917,대야동%20대야숯불갈비,https://m.place.naver.com/restaurant/1665807508
광일식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.4704014313296,126.783126619542,대야동%20광일식당,https://m.place.naver.com/restaurant/17887933
우정식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.4448704398411,126.78971062866,대야동%20우정식당,https://m.place.naver.com/restaurant/1509043867
흙과사람들,한식,한식/백반/한정식,한식 음식점업,대야동,37.4439043068097,126.792155883243,대야동%20흙과사람들,https://m.place.naver.com/restaurant/12978633
준참치,일식/수산물,횟집,한식 음식점업,대야동,37.4404128670871,126.792607520342,대야동%20준참치,https://m.place.naver.com/restaurant/17890325
남원추어탕,한식,추어탕전문,한식 음식점업,대야동,37.4528577224385,126.817701932825,대야동%20남원추어탕,https://m.place.naver.com/restaurant/1834337351
커피베이,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3152986790834,126.923008357667,대야동%20커피베이,https://m.place.naver.com/restaurant/1262447890
순이네시골밥상,한식,한식/백반/한정식,한식 음식점업,대야동,37.3405384905852,126.903473955189,대야동%20순이네시골밥상,https://m.place.naver.com/restaurant/36873903
처갓집양념치킨,유흥주점,호프/맥주,기타 주점업,대야동,37.4482106522128,126.795624028255,대야동%20처갓집양념치킨,https://m.place.naver.com/restaurant/1868824205
별,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,대야동,37.3235128223332,126.887552945748,대야동%20별,https://m.place.naver.com/restaurant/1822839101
보니타,한식,한식/백반/한정식,한식 음식점업,대야동,37.3420363889918,126.89691774666,대야동%20보니타,https://m.place.naver.com/restaurant/1485038269
어반로스팅,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4448296056187,126.787484984368,대야동%20어반로스팅,https://m.place.naver.com/restaurant/32278386
피자스쿨,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",대야동,37.3274954207605,126.917655135688,대야동%20피자스쿨,https://m.place.naver.com/restaurant/17889233
참고기집,한식,갈비/삼겹살,한식 음식점업,대야동,37.3358155596816,126.906250965763,대야동%20참고기집,https://m.place.naver.com/restaurant/21143982
애플,유흥주점,호프/맥주,기타 주점업,대야동,37.4424319855359,126.785647767101,대야동%20애플,https://m.place.naver.com/restaurant/1183858529
돼지한마리,한식,갈비/삼겹살,한식 음식점업,대야동,37.4475450895962,126.786932591863,대야동%20돼지한마리,https://m.place.naver.com/restaurant/1942345077
수림농원,한식,한식/백반/한정식,한식 음식점업,대야동,37.4624092515935,126.790151402131,대야동%20수림농원,https://m.place.naver.com/restaurant/18225314
이모노래클럽,유흥주점,룸살롱/단란주점,일반유흥 주점업,대야동,37.4421035322266,126.789642192499,대야동%20이모노래클럽,https://m.place.naver.com/restaurant/1557770832
카페스콜피온,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4469897611766,126.79165422281,대야동%20카페스콜피온,https://m.place.naver.com/restaurant/1667439252
은행감자탕,한식,해장국/감자탕,한식 음식점업,대야동,37.4447665102861,126.797182278253,대야동%20은행감자탕,https://m.place.naver.com/restaurant/17890595
빙고,유흥주점,룸살롱/단란주점,일반유흥 주점업,대야동,37.4428016185816,126.790060374524,대야동%20빙고,https://m.place.naver.com/restaurant/1472888350
우미게장,한식,한식/백반/한정식,한식 음식점업,대야동,37.4519094244269,126.815682477891,대야동%20우미게장,https://m.place.naver.com/restaurant/415082504
엄마분식,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.3268673326225,126.917946231839,대야동%20엄마분식,https://m.place.naver.com/restaurant/1276907169
맛터셀프부페,한식,한식/백반/한정식,한식 음식점업,대야동,37.4435359483697,126.813610812271,대야동%20맛터셀프부페,https://m.place.naver.com/restaurant/1877342479
수궁가아구찜해물찜,일식/수산물,아구전문,한식 음식점업,대야동,37.442190744106,126.790239721037,대야동%20수궁가아구찜해물찜,https://m.place.naver.com/restaurant/1501205575
홍콩반점0410시흥대야점,중식,중국음식/중국집,중식 음식점업,대야동,37.4423957631024,126.790903159113,대야동%20홍콩반점0410시흥대야점,https://m.place.naver.com/restaurant/37898560
이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4469897611766,126.79165422281,대야동%20이디야커피,https://m.place.naver.com/restaurant/1095813414
배스킨라빈스31,패스트푸드,아이스크림판매,제과점업,대야동,37.4449493346137,126.797439275487,대야동%20배스킨라빈스31,https://m.place.naver.com/restaurant/11782859
신통치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.3166775885298,126.9250194336,대야동%20신통치킨,https://m.place.naver.com/restaurant/1841836903
포트리스베트남쌀국수,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,대야동,37.4452329813469,126.797864176935,대야동%20포트리스베트남쌀국수,https://m.place.naver.com/restaurant/1251777516
계수가든,한식,한식/백반/한정식,한식 음식점업,대야동,37.4589196563,126.812101849794,대야동%20계수가든,https://m.place.naver.com/restaurant/279946215
명성풍천장어,일식/수산물,곰장어전문,한식 음식점업,대야동,37.4618735846299,126.791516464918,대야동%20명성풍천장어,https://m.place.naver.com/restaurant/1191548021
탱자,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4404359689654,126.792222936591,대야동%20탱자,https://m.place.naver.com/restaurant/1658440906
휴카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3159531752753,126.919682160405,대야동%20휴카페,https://m.place.naver.com/restaurant/1197123261
맥시카나대야행복점,유흥주점,호프/맥주,기타 주점업,대야동,37.4441467450742,126.786795347699,대야동%20맥시카나대야행복점,https://m.place.naver.com/restaurant/37690752
포차천국,유흥주점,소주방/포장마차,기타 주점업,대야동,37.4432368246221,126.790324585029,대야동%20포차천국,https://m.place.naver.com/restaurant/1943508785
투썸플레이스시흥대야점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4416430549412,126.791310790704,대야동%20투썸플레이스시흥대야점,https://m.place.naver.com/restaurant/1252924742
통큰맛집,한식,한식/백반/한정식,한식 음식점업,대야동,37.4457668386509,126.79013693351,대야동%20통큰맛집,https://m.place.naver.com/restaurant/18226512
노고산굿당,커피점/카페,사주카페,비알콜 음료점업,대야동,37.4614792922159,126.80501924141,대야동%20노고산굿당,https://m.place.naver.com/restaurant/1537412791
우리다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4423096907839,126.786022664866,대야동%20우리다방,https://m.place.naver.com/restaurant/1208528834
김사장꼬꼬치킨,유흥주점,꼬치구이전문점,기타 주점업,대야동,37.442190744106,126.790239721037,대야동%20김사장꼬꼬치킨,https://m.place.naver.com/restaurant/1078155056
욜로,한식,한식/백반/한정식,한식 음식점업,대야동,37.4442932678421,126.788781947878,대야동%20욜로,https://m.place.naver.com/restaurant/1882218053
우정식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.4459652670556,126.790156340362,대야동%20우정식당,https://m.place.naver.com/restaurant/1509043867
아리랑,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4423861718238,126.786450854078,대야동%20아리랑,https://m.place.naver.com/restaurant/1937123181
풍천장어,일식/수산물,민물장어전문,한식 음식점업,대야동,37.4624265898974,126.801579146305,대야동%20풍천장어,https://m.place.naver.com/restaurant/18227695
곤봉식객,한식,한식/백반/한정식,한식 음식점업,대야동,37.4400625558595,126.792714851973,대야동%20곤봉식객,https://m.place.naver.com/restaurant/38724649
갈비꽃시흥은계,한식,기타고기요리,한식 음식점업,대야동,37.4504630098726,126.795599217075,대야동%20갈비꽃시흥은계,https://m.place.naver.com/restaurant/1848883120
비어비어,유흥주점,호프/맥주,기타 주점업,대야동,37.3276369929011,126.917371015438,대야동%20비어비어,https://m.place.naver.com/restaurant/35357708
맛터셀프부페,부페,종합부페,,대야동,37.449103016581,126.818868597708,대야동%20맛터셀프부페,https://m.place.naver.com/restaurant/1877342479
옛날통닭,유흥주점,호프/맥주,기타 주점업,대야동,37.4507911004686,126.796848470758,대야동%20옛날통닭,https://m.place.naver.com/restaurant/78480436
국산특허마늘곱창막창,한식,기타고기요리,한식 음식점업,대야동,37.4428016185816,126.790060374524,대야동%20국산특허마늘곱창막창,https://m.place.naver.com/restaurant/37191786
가마솥한방족발,한식,족발/보쌈전문,한식 음식점업,대야동,37.4462231524699,126.788942955013,대야동%20가마솥한방족발,https://m.place.naver.com/restaurant/19479824
아토,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4462730370568,126.788535306097,대야동%20아토,https://m.place.naver.com/restaurant/1344265982
