상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,네이버키워드,naver_store_url,store_address
차오차오,중식,중국음식/중국집,중식 음식점업,별내동,37.6468705141098,127.122471720461,별내동%20차오차오,https://m.place.naver.com/restaurant/34707895,경기 남양주시 별내중앙로57번길 20
카페947,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6590287186253,127.126544785574,별내동%20카페947,https://m.place.naver.com/restaurant/37006075,경기 남양주시 두물로27번길 38-16 1층
고양이부엌별내,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6558123766151,127.126593797547,별내동%20고양이부엌별내,https://m.place.naver.com/restaurant/1707907230,경기 남양주시 두물로 19
강북민물장어,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6496982634958,127.106663867022,별내동%20강북민물장어,https://m.place.naver.com/restaurant/35425415,경기 남양주시 불암산로 63
던킨도너츠,패스트푸드,도너츠전문,제과점업,별내동,37.6456889660586,127.125953125353,별내동%20던킨도너츠,https://m.place.naver.com/restaurant/1383790241,경기 남양주시 별내중앙로 26
현대뷔페,한식,한식/백반/한정식,한식 음식점업,별내동,37.6461968614505,127.126400445436,별내동%20현대뷔페,https://m.place.naver.com/restaurant/1606560701,경기 남양주시 별내중앙로 36-31
프린시플커피컴퍼니,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6524921049333,127.11271607805,별내동%20프린시플커피컴퍼니,https://m.place.naver.com/restaurant/1363977840,경기 남양주시 불암로109번길 4-46 에벤에셀 1층
도로시화덕피자,패스트푸드,패스트푸드,그외 기타 음식점업,별내동,37.6439783274097,127.110460416852,별내동%20도로시화덕피자,https://m.place.naver.com/restaurant/1607577852,경기 남양주시 불암로 25-38
까페허브,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,별내동,37.6465758588761,127.117999108448,별내동%20까페허브,https://m.place.naver.com/restaurant/1560734063,경기 구리시 경춘북로 252 에비뉴상가 2층 214호
피자랑,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",별내동,37.6654580683167,127.117526357658,별내동%20피자랑,https://m.place.naver.com/restaurant/35928366,경기 남양주시 덕송2로6번길 28-26
소름돈냉,한식,한식/백반/한정식,한식 음식점업,별내동,37.6461621927205,127.125369658936,별내동%20소름돈냉,https://m.place.naver.com/restaurant/1162633618,경기 남양주시 별내중앙로 34 로뎀타워 109호
목향원,한식,한식/백반/한정식,한식 음식점업,별내동,37.6832244109259,127.101738319198,별내동%20목향원,https://m.place.naver.com/restaurant/35657794,경기 남양주시 덕릉로1071번길 34-11
별내장군집,한식,한식/백반/한정식,한식 음식점업,별내동,37.6662073202795,127.116508687176,별내동%20별내장군집,https://m.place.naver.com/restaurant/1654725317,경기 남양주시 덕송2로6번길 26 1층
베스킨라빈스,패스트푸드,아이스크림판매,제과점업,별내동,37.6428056373593,127.125952915911,별내동%20베스킨라빈스,https://m.place.naver.com/restaurant/37227045,경기 남양주시 별내3로 328 (별내동) 1층 104호
뚱보칡냉면,한식,냉면집,한식 음식점업,별내동,37.6493055315155,127.107155857975,별내동%20뚱보칡냉면,https://m.place.naver.com/restaurant/37769599,경기 남양주시 불암산로 60
옻닭의신,닭/오리요리,옻닭전문,한식 음식점업,별내동,37.683050985155,127.101445638715,별내동%20옻닭의신,https://m.place.naver.com/restaurant/35840646,경기 남양주시 덕릉로1071번길 24
그레이가든,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6590842475731,127.127960853949,별내동%20그레이가든,https://m.place.naver.com/restaurant/1168770880,경기 남양주시 두물로39번길 38 1층 그레이가든
대구반야월막창,한식,곱창/양구이전문,한식 음식점업,별내동,37.6516967563819,127.111195638018,별내동%20대구반야월막창,https://m.place.naver.com/restaurant/1239211403,경기 남양주시 식송1로 19
풍천장어,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6692983158765,127.118977146248,별내동%20풍천장어,https://m.place.naver.com/restaurant/44394392,"경기 남양주시 순화궁로 492-10 492-12,"
약수농원,한식,한식/백반/한정식,한식 음식점업,별내동,37.6817536260343,127.103830758999,별내동%20약수농원,https://m.place.naver.com/restaurant/1810573261,경기 남양주시 별내동 2225-5
밥집,한식,한식/백반/한정식,한식 음식점업,별내동,37.6439775906667,127.109168641281,별내동%20밥집,https://m.place.naver.com/restaurant/1143738883,경기 남양주시 불암로109번길 4-18
바위와소나무,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6680342295413,127.119830887222,별내동%20바위와소나무,https://m.place.naver.com/restaurant/19882034,경기 남양주시 순화궁로 474 바위와소나무
신동태권도,한식,한식/백반/한정식,한식 음식점업,별내동,37.6721368637369,127.133612030118,별내동%20신동태권도,https://m.place.naver.com/restaurant/34761468,경기 남양주시 송산로339번길 4-4
아지트,한식,한식/백반/한정식,한식 음식점업,별내동,37.6500785621626,127.112880782101,별내동%20아지트,https://m.place.naver.com/restaurant/1240502047,서울 노원구 덕릉로 859
황분순불백,한식,한식/백반/한정식,한식 음식점업,별내동,37.6476029034181,127.124026920049,별내동%20황분순불백,https://m.place.naver.com/restaurant/1477820607,경기 남양주시 별내중앙로58번길 22-10
오븐에빠진닭별내신도시점,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6458850785005,127.125667533698,별내동%20오븐에빠진닭별내신도시점,https://m.place.naver.com/restaurant/37899153,경기 남양주시 별내중앙로 30 111호
별내낙지,한식,한식/백반/한정식,한식 음식점업,별내동,37.6521031055279,127.130660348185,별내동%20별내낙지,https://m.place.naver.com/restaurant/1124700912,경기 남양주시 별내중앙로57번길 15 1층 101호
소문난구이곱창별내점,한식,곱창/양구이전문,한식 음식점업,별내동,37.6658772009516,127.115741835425,별내동%20소문난구이곱창별내점,https://m.place.naver.com/restaurant/1971098029,경기 남양주시 덕송2로6번길 16 101호
장위동유성집,한식,기타고기요리,한식 음식점업,별내동,37.6721368637369,127.133612030118,별내동%20장위동유성집,https://m.place.naver.com/restaurant/1758265370,경기 남양주시 송산로339번길 4-4
풍미연설렁탕,한식,설렁탕집,한식 음식점업,별내동,37.647782422396,127.123934155409,별내동%20풍미연설렁탕,https://m.place.naver.com/restaurant/34582570,경기 남양주시 별내중앙로58번길 18-7
생활맥주,유흥주점,호프/맥주,기타 주점업,별내동,37.6516546589752,127.113983961959,별내동%20생활맥주,https://m.place.naver.com/restaurant/1494333625,경기 남양주시 별내5로23번길 18-2
멤버,유흥주점,호프/맥주,기타 주점업,별내동,37.6456889660586,127.125953125353,별내동%20멤버,https://m.place.naver.com/restaurant/37336975,경기 남양주시 별내중앙로 24
배스킨라빈스31별내신안점,패스트푸드,아이스크림판매,제과점업,별내동,37.6502659735369,127.11264057241,별내동%20배스킨라빈스31별내신안점,https://m.place.naver.com/restaurant/36435529,경기 남양주시 별내5로5번길 11 성산 메디컬 타워
구이랑,한식,한식/백반/한정식,한식 음식점업,별내동,37.6585456694158,127.125802422631,별내동%20구이랑,https://m.place.naver.com/restaurant/38642855,경기 남양주시 두물로27번길 35
우리동네아이스크림,패스트푸드,아이스크림판매,제과점업,별내동,37.6648098037499,127.117590705703,별내동%20우리동네아이스크림,https://m.place.naver.com/restaurant/1155329234,경기 남양주시 별내중앙로 83
이디야커피별내동부점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.659324908973,127.127606691536,별내동%20이디야커피별내동부점,https://m.place.naver.com/restaurant/35394952,경기 남양주시 두물로39번길 37-1
시골풍경,한식,쌈밥전문,한식 음식점업,별내동,37.6866765567044,127.106640024329,별내동%20시골풍경,https://m.place.naver.com/restaurant/271670103,경기 남양주시 송산로152번길 12-7
춘천명동닭갈비,닭/오리요리,닭갈비전문,한식 음식점업,별내동,37.6522243076915,127.115450444692,별내동%20춘천명동닭갈비,https://m.place.naver.com/restaurant/37224916,경기 남양주시 별내5로23번길 4-87
돌배기집,한식,갈비/삼겹살,한식 음식점업,별내동,37.6466790420353,127.123380522149,별내동%20돌배기집,https://m.place.naver.com/restaurant/1935713402,경기 남양주시 별내중앙로57번길 33
카페마노핀별내카페거리점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6593451069694,127.127901133767,별내동%20카페마노핀별내카페거리점,https://m.place.naver.com/restaurant/36883038,경기 남양주시 두물로39번길 39 1층
옛집해장국,한식,해장국/감자탕,한식 음식점업,별내동,37.6520630424983,127.104822312405,별내동%20옛집해장국,https://m.place.naver.com/restaurant/18205469,경기 남양주시 불암산로 96
배스킨라빈스31,패스트푸드,아이스크림판매,제과점업,별내동,37.6666818421037,127.117307840224,별내동%20배스킨라빈스31,https://m.place.naver.com/restaurant/37227045,경기 남양주시 별내3로 328 (별내동) 1층 104호
하이,커피점/카페,사주카페,비알콜 음료점업,별내동,37.6688022179815,127.11289599733,별내동%20하이,https://m.place.naver.com/restaurant/35554331,경기 남양주시 별내중앙로 30
족발야시장,한식,족발/보쌈전문,한식 음식점업,별내동,37.6478734439794,127.124057738765,별내동%20족발야시장,https://m.place.naver.com/restaurant/1875064662,경기 남양주시 별내중앙로58번길 18-5
초례청떡,분식,떡볶이전문,분식 및 김밥 전문점,별내동,37.6478738662973,127.122901865268,별내동%20초례청떡,https://m.place.naver.com/restaurant/35993005,경기 남양주시 별내중앙로 63 예스프라자 107호
베스트,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.644354593505,127.110172642358,별내동%20베스트,https://m.place.naver.com/restaurant/36552786,경기 남양주시 순화궁로 337
야끼니꾸,한식,기타고기요리,한식 음식점업,별내동,37.6590945137452,127.128130740173,별내동%20야끼니꾸,https://m.place.naver.com/restaurant/1461445803,경기 남양주시 두물로39번길 40
산들제빵소,제과제빵떡케익,제과점,제과점업,별내동,37.6510649428104,127.101536531953,별내동%20산들제빵소,https://m.place.naver.com/restaurant/1516278123,경기 남양주시 불암산로59번길 48-31
이씨수원왕갈비,한식,갈비/삼겹살,한식 음식점업,별내동,37.6507992428675,127.112860876855,별내동%20이씨수원왕갈비,https://m.place.naver.com/restaurant/1464655469,경기 남양주시 별내5로5번길 20-1 1층
여전히달달해,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6519627715648,127.114218287063,별내동%20여전히달달해,https://m.place.naver.com/restaurant/1103090025,경기 남양주시 별내5로23번길 18-10 1층
올라스터디카페별내,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6665204333356,127.117411765638,별내동%20올라스터디카페별내,https://m.place.naver.com/restaurant/1341277415,"경기 남양주시 별내3로 326 4F 404,405"
원할머니,한식,족발/보쌈전문,한식 음식점업,별내동,37.6465758588761,127.117999108448,별내동%20원할머니,https://m.place.naver.com/restaurant/1322969108,경기 남양주시 별내3로 63
카페3,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6456889660586,127.125953125353,별내동%20카페3,https://m.place.naver.com/restaurant/1957757602,경기 남양주시 별내3로 334
포호아,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,별내동,37.6581385306956,127.126793220278,별내동%20포호아,https://m.place.naver.com/restaurant/36105144,경기 남양주시 두물로27번길 24-7 1층
이구동성,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6684161832174,127.110690236309,별내동%20이구동성,https://m.place.naver.com/restaurant/1989667380,경기 남양주시 덕송3로 45-71 이구동성로스터리카페
통큰장어,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6492031112093,127.110296113185,별내동%20통큰장어,https://m.place.naver.com/restaurant/1253154875,경기 남양주시 불암로 91 1층 통큰장어
운길산고창장어,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6525229595572,127.104873455137,별내동%20운길산고창장어,https://m.place.naver.com/restaurant/1714020131,경기 남양주시 불암산로 102
처갓집양념치킨,유흥주점,호프/맥주,기타 주점업,별내동,37.6477548035615,127.122642628828,별내동%20처갓집양념치킨,https://m.place.naver.com/restaurant/1624529383,경기 남양주시 덕송2로6번길 12-7 1층
짜순이,중식,중국음식/중국집,중식 음식점업,별내동,37.6520118697561,127.112359146741,별내동%20짜순이,https://m.place.naver.com/restaurant/1079610479,경기 남양주시 불암로109번길 4-32
본도시락,패스트푸드,도시락전문점,한식 음식점업,별내동,37.6504459288871,127.113805671227,별내동%20본도시락,https://m.place.naver.com/restaurant/1504878194,경기 남양주시 별내5로5번길 4-23
카페포레,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6827961275995,127.101108592854,별내동%20카페포레,https://m.place.naver.com/restaurant/1825383475,경기 남양주시 덕릉로1071번길 26
카페인중독,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6568021730278,127.128848884072,별내동%20카페인중독,https://m.place.naver.com/restaurant/1677505803,경기 남양주시 두물로39번길 10 1층
OMG,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6468431511673,127.123639226804,별내동%20OMG,https://m.place.naver.com/restaurant/38255422,경기 남양주시 덕송2로6번길 2-17 1층
배스킨라빈스,패스트푸드,아이스크림판매,제과점업,별내동,37.6478738662973,127.122901865268,별내동%20배스킨라빈스,https://m.place.naver.com/restaurant/37227045,경기 남양주시 별내3로 328 (별내동) 1층 104호
국수나무,분식,국수/만두/칼국수,분식 및 김밥 전문점,별내동,37.6669955649374,127.117088760815,별내동%20국수나무,https://m.place.naver.com/restaurant/1710041713,경기 남양주시 별내3로 334 1층
카페소유,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6884363290224,127.107004414272,별내동%20카페소유,https://m.place.naver.com/restaurant/1801892859,경기 남양주시 순화궁로 729-11
카츠로,양식,돈가스전문점,서양식 음식점업,별내동,37.6508730235317,127.11308664902,별내동%20카츠로,https://m.place.naver.com/restaurant/1893690458,경기 남양주시 별내5로5번길 12-9 1층
북촌순두부보쌈별내점,한식,순두부전문,한식 음식점업,별내동,37.6479884651559,127.123773086359,별내동%20북촌순두부보쌈별내점,https://m.place.naver.com/restaurant/36556003,경기 남양주시 별내중앙로58번길 18-8
교촌치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6528220838071,127.114661391486,별내동%20교촌치킨,https://m.place.naver.com/restaurant/31764860,경기 남양주시 별내중앙로 30 1층 교촌치킨 별내역점
백남옥달인손만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,별내동,37.6497664642496,127.113315122839,별내동%20백남옥달인손만두,https://m.place.naver.com/restaurant/1864071497,경기 남양주시 별내5로5번길 3
별난참숯갈비,한식,기타고기요리,한식 음식점업,별내동,37.6490745839994,127.109980344376,별내동%20별난참숯갈비,https://m.place.naver.com/restaurant/1990409881,경기 남양주시 불암로 89-4 102호
쮸쮸,패스트푸드,아이스크림판매,제과점업,별내동,37.660045953124,127.120355894992,별내동%20쮸쮸,https://m.place.naver.com/restaurant/1291405463,경기 남양주시 별내3로 249 별사랑마을아파트 상가동
신스쭈꾸미,한식,한식/백반/한정식,한식 음식점업,별내동,37.6663321653752,127.1175386783,별내동%20신스쭈꾸미,https://m.place.naver.com/restaurant/1258826331,경기 남양주시 별내3로 324
쮸쮸,패스트푸드,아이스크림판매,제과점업,별내동,37.6573520205526,127.116760964989,별내동%20쮸쮸,https://m.place.naver.com/restaurant/1291405463,경기 남양주시 별내3로 249 별사랑마을아파트 상가동
전주콩나물국밥,한식,해장국/감자탕,한식 음식점업,별내동,37.6474980686168,127.124470098822,별내동%20전주콩나물국밥,https://m.place.naver.com/restaurant/849335920,경기 남양주시 별내중앙로 30 타요빌딩 로데오몰 1층
롤링핀,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6575627144309,127.128125986018,별내동%20롤링핀,https://m.place.naver.com/restaurant/1681218056,경기 남양주시 두물로39번길 17 1층
홍익돈가스,양식,돈가스전문점,서양식 음식점업,별내동,37.6584143297539,127.12997474589,별내동%20홍익돈가스,https://m.place.naver.com/restaurant/36250135,경기 남양주시 송산로 180
죠스아이스크림할인점,분식,떡볶이전문,분식 및 김밥 전문점,별내동,37.6489074787293,127.117722227068,별내동%20죠스아이스크림할인점,https://m.place.naver.com/restaurant/1704006827,경기 남양주시 별내4로 65
바르다김선생,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6479764250471,127.123365273643,별내동%20바르다김선생,https://m.place.naver.com/restaurant/36174544,"경기 남양주시 별내중앙로 64 오션일레븐타워 107, 108호"
계동다방,유흥주점,호프/맥주,기타 주점업,별내동,37.6586592045008,127.127750485454,별내동%20계동다방,https://m.place.naver.com/restaurant/1516106787,경기 남양주시 두물로39번길 31
원조대구막창,한식,곱창/양구이전문,한식 음식점업,별내동,37.6454385434525,127.126205356664,별내동%20원조대구막창,https://m.place.naver.com/restaurant/1601502751,경기 남양주시 별내중앙로 24 101호
하우스터디별내스터디까페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6578928621633,127.125254732092,별내동%20하우스터디별내스터디까페,https://m.place.naver.com/restaurant/1549524962,경기 남양주시 순화궁로 349 삼광프라자 3층
별주부전,한식,한식/백반/한정식,한식 음식점업,별내동,37.6672509709144,127.117505129737,별내동%20별주부전,https://m.place.naver.com/restaurant/1317219636,경기 남양주시 덕송1로55번길 20
피자헛,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",별내동,37.6473707567157,127.124312945724,별내동%20피자헛,https://m.place.naver.com/restaurant/33659952,경기 남양주시 별내중앙로58번길 30
커피에이치,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6459121073364,127.125667216868,별내동%20커피에이치,https://m.place.naver.com/restaurant/1057858870,"경기 남양주시 순화궁로 249 C113호, 별내파라곤스퀘어 상가동"
전주명가24시콩나물국밥,한식,한식/백반/한정식,한식 음식점업,별내동,37.6458850785005,127.125667533698,별내동%20전주명가24시콩나물국밥,https://m.place.naver.com/restaurant/849335920,경기 남양주시 별내중앙로 30 타요빌딩 로데오몰 1층
개성손만두요리전문점,한식,한식/백반/한정식,한식 음식점업,별내동,37.6578928621633,127.125254732092,별내동%20개성손만두요리전문점,https://m.place.naver.com/restaurant/1714804098,경기 남양주시 순화궁로 349
사케&라면,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6458850785005,127.125667533698,별내동%20사케&라면,https://m.place.naver.com/restaurant/615589938,경기 남양주시 별내중앙로 64 2층
약초마을,한식,한식/백반/한정식,한식 음식점업,별내동,37.691126648142,127.106507270492,별내동%20약초마을,https://m.place.naver.com/restaurant/38231755,경기 남양주시 순화궁로 755
929숯불닭갈비별내점,닭/오리요리,닭갈비전문,한식 음식점업,별내동,37.6512785125172,127.111891908496,별내동%20929숯불닭갈비별내점,https://m.place.naver.com/restaurant/37534642,경기 남양주시 불암로109번길 4-18
수유리우동집,분식,우동전문점,분식 및 김밥 전문점,별내동,37.6666818421037,127.117307840224,별내동%20수유리우동집,https://m.place.naver.com/restaurant/37691025,경기 남양주시 별내3로 328
오형제손짜장마을,중식,중국음식/중국집,중식 음식점업,별내동,37.6701128497223,127.118253385342,별내동%20오형제손짜장마을,https://m.place.naver.com/restaurant/33579463,경기 남양주시 순화궁로 329 별내점 오형제 손짜장마을
참치현,일식/수산물,횟집,한식 음식점업,별내동,37.6506525532441,127.113723888701,별내동%20참치현,https://m.place.naver.com/restaurant/31305644,경기 남양주시 별내5로5번길 8-14
동궁찜닭,닭/오리요리,찜닭전문점,한식 음식점업,별내동,37.6528220838071,127.114661391486,별내동%20동궁찜닭,https://m.place.naver.com/restaurant/1609190038,경기 남양주시 별내5로5번길 47 1층 동궁찜닭 별내점
맘스터치,유흥주점,호프/맥주,기타 주점업,별내동,37.6658662962619,127.117895572007,별내동%20맘스터치,https://m.place.naver.com/restaurant/33030820,경기 남양주시 별내5로23번길 4-9
밥은,한식,한식/백반/한정식,한식 음식점업,별내동,37.6433802363125,127.111204086838,별내동%20밥은,https://m.place.naver.com/restaurant/1742909968,경기 남양주시 불암로 25-13 1층 밥은화 삼육대점
도도안도자기카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6665971964274,127.114429781821,별내동%20도도안도자기카페,https://m.place.naver.com/restaurant/47769287,경기 남양주시 덕송2로10번길 3-74
이치마루,양식,정통양식/경양식,서양식 음식점업,별내동,37.6479764250471,127.123365273643,별내동%20이치마루,https://m.place.naver.com/restaurant/615589938,경기 남양주시 별내중앙로 64 2층
맥주가,유흥주점,호프/맥주,기타 주점업,별내동,37.6466442368017,127.125975926818,별내동%20맥주가,https://m.place.naver.com/restaurant/1127223609,경기 남양주시 별내중앙로 36-19
먹거리,양식,바베큐전문,서양식 음식점업,별내동,37.6915669106569,127.106343246469,별내동%20먹거리,https://m.place.naver.com/restaurant/18205380,경기 남양주시 순화궁로 767
와플대학,분식,스낵,분식 및 김밥 전문점,별내동,37.6472825171578,127.12335076555,별내동%20와플대학,https://m.place.naver.com/restaurant/1051479324,경기 남양주시 별내중앙로 55
두찜,한식,한식/백반/한정식,한식 음식점업,별내동,37.6480564119111,127.124429548322,별내동%20두찜,https://m.place.naver.com/restaurant/1348614970,경기 남양주시 별내중앙로58번길 19 1층
별스시강대표,일식/수산물,음식점-초밥전문,일식 음식점업,별내동,37.6668387355611,127.117804718768,별내동%20별스시강대표,https://m.place.naver.com/restaurant/1472780391,경기 남양주시 덕송1로55번길 14 별내프라자3차 1층 103호
하소카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6538510368773,127.113697207533,별내동%20하소카페,https://m.place.naver.com/restaurant/1285821179,경기 남양주시 식송1로 53 1층
할리스커피별내카페거리점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6586592045008,127.127750485454,별내동%20할리스커피별내카페거리점,https://m.place.naver.com/restaurant/468418647,경기 남양주시 두물로39번길 33
별내림카페,한식,한식/백반/한정식,한식 음식점업,별내동,37.65678764103,127.101682910922,별내동%20별내림카페,https://m.place.naver.com/restaurant/121104629,경기 남양주시 불암산로 172 2층 별내림카페
불암산수가든,한식,한식/백반/한정식,한식 음식점업,별내동,37.6559952332171,127.101749124179,별내동%20불암산수가든,https://m.place.naver.com/restaurant/18205715,경기 남양주시 불암산로 163 불암산수가든
크래프트한스,유흥주점,호프/맥주,기타 주점업,별내동,37.6589313357518,127.127996643698,별내동%20크래프트한스,https://m.place.naver.com/restaurant/1657760966,경기 남양주시 두물로39번길 36
냠냠,한식,한식/백반/한정식,한식 음식점업,별내동,37.6587371445717,127.12854293256,별내동%20냠냠,https://m.place.naver.com/restaurant/37716800,경기 남양주시 두물로39번길 34-12
봉평메밀가,분식,우동전문점,분식 및 김밥 전문점,별내동,37.6511419686682,127.115304627153,별내동%20봉평메밀가,https://m.place.naver.com/restaurant/36877475,경기 남양주시 별내5로 25
참숯한우천국,한식,한식/백반/한정식,한식 음식점업,별내동,37.6529005115843,127.128826469239,별내동%20참숯한우천국,https://m.place.naver.com/restaurant/1090735401,경기 남양주시 순화궁로 286
가장맛있는족발,한식,족발/보쌈전문,한식 음식점업,별내동,37.6471633711879,127.123080199464,별내동%20가장맛있는족발,https://m.place.naver.com/restaurant/1200544092,경기 남양주시 별내3로 324
두레박야채가게,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6466197508678,127.114236415837,별내동%20두레박야채가게,https://m.place.naver.com/restaurant/1315399806,경기 남양주시 별내4로 35 107호
쇼쿠요쿠,일식/수산물,음식점-일식,일식 음식점업,별내동,37.6439783274097,127.110460416852,별내동%20쇼쿠요쿠,https://m.place.naver.com/restaurant/699655233,경기 남양주시 불암로 25-38 1층 103호
홍루이젠,패스트푸드,패스트푸드,그외 기타 음식점업,별내동,37.6578731405228,127.126240983735,별내동%20홍루이젠,https://m.place.naver.com/restaurant/1561100031,경기 구리시 경춘북로 252 갈매역아이파크애비뉴 B동 138호
산들김밥,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6676858215079,127.116615846794,별내동%20산들김밥,https://m.place.naver.com/restaurant/34919119,경기 남양주시 별내3로 340 103호 산들김밥
그레그래,한식,한식/백반/한정식,한식 음식점업,별내동,37.6652279143992,127.11446871973,별내동%20그레그래,https://m.place.naver.com/restaurant/1906869279,경기 남양주시 덕송2로6번길 2-9
카페공강,한식,한식/백반/한정식,한식 음식점업,별내동,37.6434001331197,127.111453139586,별내동%20카페공강,https://m.place.naver.com/restaurant/1465606286,경기 남양주시 불암로 25-5 1층
투썸플레이스,한식,한식/백반/한정식,한식 음식점업,별내동,37.6583265197401,127.12784504672,별내동%20투썸플레이스,https://m.place.naver.com/restaurant/36849400,경기 남양주시 별내5로 54 투썸플레이스 별내신도시점
브레드셀프,제과제빵떡케익,제과점,제과점업,별내동,37.666137968281,127.115670732881,별내동%20브레드셀프,https://m.place.naver.com/restaurant/37762021,경기 남양주시 덕송2로6번길 17 101호
세꼬시,일식/수산물,음식점-일식,일식 음식점업,별내동,37.6474324780884,127.124130909424,별내동%20세꼬시,https://m.place.naver.com/restaurant/35875472,경기 남양주시 별내중앙로58번길 22-9
별내사랑방,한식,한식/백반/한정식,한식 음식점업,별내동,37.6779513324206,127.113376574261,별내동%20별내사랑방,https://m.place.naver.com/restaurant/1576385961,경기 남양주시 순화궁로 596-5 별내사랑방
바른치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6581014855528,127.126657650931,별내동%20바른치킨,https://m.place.naver.com/restaurant/1321952621,경기 남양주시 두물로27번길 24-5
피니치니,한식,한식/백반/한정식,한식 음식점업,별내동,37.6524716458066,127.114790212112,별내동%20피니치니,https://m.place.naver.com/restaurant/36798217,"경기 남양주시 별내5로23번길 14-25 ,1층"
화통삼,한식,한식/백반/한정식,한식 음식점업,별내동,37.6655933149343,127.115133127765,별내동%20화통삼,https://m.place.naver.com/restaurant/36906349,경기 남양주시 덕송2로6번길 12
투썸,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6531934130934,127.117320201935,별내동%20투썸,https://m.place.naver.com/restaurant/36849400,경기 남양주시 별내5로 54 투썸플레이스 별내신도시점
피렌체테이블,양식,정통양식/경양식,서양식 음식점업,별내동,37.6501546112849,127.120631229409,별내동%20피렌체테이블,https://m.place.naver.com/restaurant/37866245,경기 남양주시 별내중앙로 84
갈매한식부페,부페,한식부페,한식 음식점업,별내동,37.6454385434525,127.126205356664,별내동%20갈매한식부페,https://m.place.naver.com/restaurant/1038324738,경기 구리시 갈매순환로 194 신영프라자
니어앤디어,양식,정통양식/경양식,서양식 음식점업,별내동,37.6578614550172,127.128315163184,별내동%20니어앤디어,https://m.place.naver.com/restaurant/219419869,경기 남양주시 두물로39번길 22 1층카페
뉴욕야시장,유흥주점,호프/맥주,기타 주점업,별내동,37.6668387355611,127.117804718768,별내동%20뉴욕야시장,https://m.place.naver.com/restaurant/1010904197,경기 남양주시 덕송1로55번길 14
DAMSO,한식,보리밥전문,한식 음식점업,별내동,37.694817338947,127.104852821326,별내동%20DAMSO,https://m.place.naver.com/restaurant/1419444011,경기 남양주시 순화궁로 798
별내돼지불백앗싸포차,유흥주점,호프/맥주,기타 주점업,별내동,37.6466442368017,127.125975926818,별내동%20별내돼지불백앗싸포차,https://m.place.naver.com/restaurant/1810037613,경기 남양주시 별내중앙로 36-19 스마트리치안오피스텔 104-107
남도의향,한식,한식/백반/한정식,한식 음식점업,별내동,37.656181154524,127.103684877112,별내동%20남도의향,https://m.place.naver.com/restaurant/11882994,경기 남양주시 불암산로 146
페리카나별내점,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6456889660586,127.125953125353,별내동%20페리카나별내점,https://m.place.naver.com/restaurant/38673646,경기 남양주시 별내중앙로 26 진영N타워 111호
