상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도
무지개떡집,제과제빵떡케익,떡전문,제과점업,별내동,37.6495020264479,127.106926860024
차오차오,중식,중국음식/중국집,중식 음식점업,별내동,37.6468705141098,127.122471720461
모아밀터,한식,한식/백반/한정식,한식 음식점업,별내동,37.6442817477054,127.110071527941
카페947,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6590287186253,127.126544785574
몽그리즈치즈카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6498804368854,127.120113174283
고양이부엌별내,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6558123766151,127.126593797547
강북민물장어,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6496982634958,127.106663867022
던킨도너츠,패스트푸드,도너츠전문,제과점업,별내동,37.6456889660586,127.125953125353
일품의정부부대찌개삼겹살,한식,부대찌개/섞어찌개,한식 음식점업,별내동,37.6504665012449,127.1141453997
구젠스시,일식/수산물,음식점-초밥전문,일식 음식점업,별내동,37.6463611794907,127.123044303495
고마우이생선구이,일식/수산물,갈치/생선구이,한식 음식점업,별내동,37.6512785125172,127.111891908496
비빔국수와돈까스기용,분식,국수/만두/칼국수,분식 및 김밥 전문점,별내동,37.6635817775991,127.125709361251
현대뷔페,한식,한식/백반/한정식,한식 음식점업,별내동,37.6461968614505,127.126400445436
프린시플커피컴퍼니,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6524921049333,127.11271607805
도로시화덕피자,패스트푸드,패스트푸드,그외 기타 음식점업,별내동,37.6439783274097,127.110460416852
콩두,한식,한식/백반/한정식,한식 음식점업,별내동,37.6512785125172,127.111891908496
까페허브,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,별내동,37.6465758588761,127.117999108448
피자랑,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",별내동,37.6654580683167,127.117526357658
마블링,한식,갈비/삼겹살,한식 음식점업,별내동,37.6893556414646,127.107038744277
소름돈냉,한식,한식/백반/한정식,한식 음식점업,별내동,37.6461621927205,127.125369658936
콩레오,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6720402701568,127.132728966472
삼정호프,유흥주점,호프/맥주,기타 주점업,별내동,37.6495020264479,127.106926860024
땡초불닭발,닭/오리요리,닭내장/닭발요리,한식 음식점업,별내동,37.6447352752803,127.11766959393
별내낙지명가,일식/수산물,낙지/오징어,한식 음식점업,별내동,37.6519858135231,127.130639050171
목향원,한식,한식/백반/한정식,한식 음식점업,별내동,37.6832244109259,127.101738319198
별내장군집,한식,한식/백반/한정식,한식 음식점업,별내동,37.6662073202795,127.116508687176
전골바지락칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,별내동,37.6718436388397,127.117156016252
태릉석정갈비,한식,갈비/삼겹살,한식 음식점업,별내동,37.646795978083,127.107729829146
베스킨라빈스,패스트푸드,아이스크림판매,제과점업,별내동,37.6428056373593,127.125952915911
뚱보칡냉면,한식,냉면집,한식 음식점업,별내동,37.6493055315155,127.107155857975
옻닭의신,닭/오리요리,옻닭전문,한식 음식점업,별내동,37.683050985155,127.101445638715
그레이가든,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6590842475731,127.127960853949
대구반야월막창,한식,곱창/양구이전문,한식 음식점업,별내동,37.6516967563819,127.111195638018
풍천장어,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6692983158765,127.118977146248
약수농원,한식,한식/백반/한정식,한식 음식점업,별내동,37.6817536260343,127.103830758999
떡의본가,분식,떡볶이전문,분식 및 김밥 전문점,별내동,37.6475457285425,127.122395784353
세바퀴,한식,한식/백반/한정식,한식 음식점업,별내동,37.6592147304886,127.126111923019
천하장사풍천장어,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6893437125045,127.106653383747
초록바다조개구이,일식/수산물,조개구이전문,한식 음식점업,별내동,37.6585456694158,127.125802422631
돈스코,양식,정통양식/경양식,서양식 음식점업,별내동,37.6635817775991,127.125709361251
밥집,한식,한식/백반/한정식,한식 음식점업,별내동,37.6439775906667,127.109168641281
바위와소나무,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6680342295413,127.119830887222
꿈트리팡팡,한식,한식/백반/한정식,한식 음식점업,별내동,37.6456889660586,127.125953125353
신동태권도,한식,한식/백반/한정식,한식 음식점업,별내동,37.6721368637369,127.133612030118
아지트,한식,한식/백반/한정식,한식 음식점업,별내동,37.6500785621626,127.112880782101
어랑해랑,일식/수산물,횟집,한식 음식점업,별내동,37.6464951442584,127.122884082746
Cafe3Supply,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6456889660586,127.125953125353
멜팡,제과제빵떡케익,제과점,제과점업,별내동,37.6668975223347,127.129354323669
갈천통,한식,기타고기요리,한식 음식점업,별내동,37.6652279143992,127.11446871973
구름공방,양식,정통양식/경양식,서양식 음식점업,별내동,37.6568535967686,127.127272938842
황분순불백,한식,한식/백반/한정식,한식 음식점업,별내동,37.6476029034181,127.124026920049
코리안바베큐,양식,바베큐전문,서양식 음식점업,별내동,37.6685411310176,127.132304943767
못된고기,한식,한식/백반/한정식,한식 음식점업,별내동,37.6657423877227,127.116990257904
오븐에빠진닭별내신도시점,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6458850785005,127.125667533698
별내낙지,한식,한식/백반/한정식,한식 음식점업,별내동,37.6521031055279,127.130660348185
하나돌부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,별내동,37.6441032653405,127.110300286507
소문난구이곱창별내점,한식,곱창/양구이전문,한식 음식점업,별내동,37.6658772009516,127.115741835425
장위동유성집,한식,기타고기요리,한식 음식점업,별내동,37.6721368637369,127.133612030118
풍미연설렁탕,한식,설렁탕집,한식 음식점업,별내동,37.647782422396,127.123934155409
생활맥주,유흥주점,호프/맥주,기타 주점업,별내동,37.6516546589752,127.113983961959
코코메리,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6499344944398,127.120112536507
멤버,유흥주점,호프/맥주,기타 주점업,별내동,37.6456889660586,127.125953125353
엠그라운드,한식,한식/백반/한정식,한식 음식점업,별내동,37.6501546112849,127.120631229409
배스킨라빈스31별내이마트점,패스트푸드,아이스크림판매,제과점업,별내동,37.6428056373593,127.125952915911
배스킨라빈스31별내신안점,패스트푸드,아이스크림판매,제과점업,별내동,37.6502659735369,127.11264057241
꽃찬찜닭별내점,한식,부대찌개/섞어찌개,한식 음식점업,별내동,37.6524680734851,127.114314279615
구이랑,한식,한식/백반/한정식,한식 음식점업,별내동,37.6585456694158,127.125802422631
명가쌈밥집,한식,쌈밥전문,한식 음식점업,별내동,37.6668387355611,127.117804718768
화통족발,한식,족발/보쌈전문,한식 음식점업,별내동,37.64700178787,127.123161422595
바다양푼이동태탕남양주별내점,일식/수산물,매운탕전문,한식 음식점업,별내동,37.6581276103523,127.130193430277
윤정밀떡볶이김밥,분식,떡볶이전문,분식 및 김밥 전문점,별내동,37.6648047036116,127.129027396027
우리동네아이스크림,패스트푸드,아이스크림판매,제과점업,별내동,37.6648098037499,127.117590705703
육회랑연어할래,한식,기타고기요리,한식 음식점업,별내동,37.6467592864617,127.123266260293
이디야커피별내동부점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.659324908973,127.127606691536
별내왕곱창,한식,곱창/양구이전문,한식 음식점업,별내동,37.6514005182458,127.113737664791
시골풍경,한식,쌈밥전문,한식 음식점업,별내동,37.6866765567044,127.106640024329
춘천명동닭갈비,닭/오리요리,닭갈비전문,한식 음식점업,별내동,37.6522243076915,127.115450444692
돌배기집,한식,갈비/삼겹살,한식 음식점업,별내동,37.6466790420353,127.123380522149
카페마노핀별내카페거리점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6593451069694,127.127901133767
옛집해장국,한식,해장국/감자탕,한식 음식점업,별내동,37.6520630424983,127.104822312405
아구해물의제왕,일식/수산물,해물찜/탕전문,한식 음식점업,별내동,37.651361937211,127.114599398415
배스킨라빈스31,패스트푸드,아이스크림판매,제과점업,별내동,37.6666818421037,127.117307840224
하이,커피점/카페,사주카페,비알콜 음료점업,별내동,37.6688022179815,127.11289599733
푸드홀,한식,한식/백반/한정식,한식 음식점업,별내동,37.6428056373593,127.125952915911
동태마을,일식/수산물,해물찜/탕전문,한식 음식점업,별내동,37.6665988151169,127.115846623204
족발야시장,한식,족발/보쌈전문,한식 음식점업,별내동,37.6478734439794,127.124057738765
고개가든,한식,한식/백반/한정식,한식 음식점업,별내동,37.6519962909777,127.10196728457
초례청떡,분식,떡볶이전문,분식 및 김밥 전문점,별내동,37.6478738662973,127.122901865268
B3,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,별내동,37.6499344944398,127.120112536507
옛날왕만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,별내동,37.6430308891028,127.121100476588
베스트,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.644354593505,127.110172642358
야끼니꾸,한식,기타고기요리,한식 음식점업,별내동,37.6590945137452,127.128130740173
산들제빵소,제과제빵떡케익,제과점,제과점업,별내동,37.6510649428104,127.101536531953
다담한국식돈까스,양식,돈가스전문점,서양식 음식점업,별내동,37.6499344944398,127.120112536507
이씨수원왕갈비,한식,갈비/삼겹살,한식 음식점업,별내동,37.6507992428675,127.112860876855
카페폴앤아티,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6560814884429,127.128868637594
여전히달달해,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6519627715648,127.114218287063
초록빛바다,일식/수산물,횟집,한식 음식점업,별내동,37.6585456694158,127.125802422631
백년가짬뽕,중식,중국음식/중국집,중식 음식점업,별내동,37.6562383329011,127.129365471218
올라스터디카페별내,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6665204333356,127.117411765638
원할머니,한식,족발/보쌈전문,한식 음식점업,별내동,37.6465758588761,127.117999108448
카페3,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6456889660586,127.125953125353
포호아,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,별내동,37.6581385306956,127.126793220278
이구동성,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6684161832174,127.110690236309
통큰장어,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6492031112093,127.110296113185
아지오호프앤치킨,유흥주점,호프/맥주,기타 주점업,별내동,37.6495867143891,127.107401802169
고고피자떡볶이,양식,정통양식/경양식,서양식 음식점업,별내동,37.6506723418672,127.112760394278
미스터아구앤쌈,한식,한식/백반/한정식,한식 음식점업,별내동,37.6463150048376,127.109661988194
청수갈비,한식,갈비/삼겹살,한식 음식점업,별내동,37.6502151690037,127.114273041422
운길산고창장어,일식/수산물,민물장어전문,한식 음식점업,별내동,37.6525229595572,127.104873455137
처갓집양념치킨,유흥주점,호프/맥주,기타 주점업,별내동,37.6477548035615,127.122642628828
짜순이,중식,중국음식/중국집,중식 음식점업,별내동,37.6520118697561,127.112359146741
본도시락,패스트푸드,도시락전문점,한식 음식점업,별내동,37.6504459288871,127.113805671227
카페포레,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6827961275995,127.101108592854
카페인중독,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6568021730278,127.128848884072
OMG,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6468431511673,127.123639226804
배스킨라빈스,패스트푸드,아이스크림판매,제과점업,별내동,37.6478738662973,127.122901865268
국수나무,분식,국수/만두/칼국수,분식 및 김밥 전문점,별내동,37.6669955649374,127.117088760815
차화담,커피점/카페,전통찻집/인삼찻집,비알콜 음료점업,별내동,37.6558123766151,127.126593797547
카페소유,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6884363290224,127.107004414272
카츠로,양식,돈가스전문점,서양식 음식점업,별내동,37.6508730235317,127.11308664902
북촌순두부보쌈별내점,한식,순두부전문,한식 음식점업,별내동,37.6479884651559,127.123773086359
교촌치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6528220838071,127.114661391486
티바두마리치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6654884303925,127.115565092126
백남옥달인손만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,별내동,37.6497664642496,127.113315122839
별난참숯갈비,한식,기타고기요리,한식 음식점업,별내동,37.6490745839994,127.109980344376
쮸쮸,패스트푸드,아이스크림판매,제과점업,별내동,37.660045953124,127.120355894992
신스쭈꾸미,한식,한식/백반/한정식,한식 음식점업,별내동,37.6663321653752,127.1175386783
강수연순대국,별식/퓨전요리,순대전문점,한식 음식점업,별내동,37.6653760494556,127.117402647006
쮸쮸,패스트푸드,아이스크림판매,제과점업,별내동,37.6573520205526,127.116760964989
전주콩나물국밥,한식,해장국/감자탕,한식 음식점업,별내동,37.6474980686168,127.124470098822
대박단란주점,유흥주점,룸살롱/단란주점,일반유흥 주점업,별내동,37.6430308891028,127.121100476588
롤링핀,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6575627144309,127.128125986018
홍익돈가스,양식,돈가스전문점,서양식 음식점업,별내동,37.6584143297539,127.12997474589
죠스아이스크림할인점,분식,떡볶이전문,분식 및 김밥 전문점,별내동,37.6489074787293,127.117722227068
모닝커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6484321972379,127.116821279494
태평식당,한식,한식/백반/한정식,한식 음식점업,별내동,37.6541728373014,127.124210405103
바르다김선생,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6479764250471,127.123365273643
계동다방,유흥주점,호프/맥주,기타 주점업,별내동,37.6586592045008,127.127750485454
원조대구막창,한식,곱창/양구이전문,한식 음식점업,별내동,37.6454385434525,127.126205356664
하우스터디별내스터디까페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6578928621633,127.125254732092
별주부전,한식,한식/백반/한정식,한식 음식점업,별내동,37.6672509709144,127.117505129737
하모니보리밥,한식,보리밥전문,한식 음식점업,별내동,37.694817338947,127.104852821326
코리안바베큐,양식,바베큐전문,서양식 음식점업,별내동,37.6720099066838,127.132275890986
피자헛,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",별내동,37.6473707567157,127.124312945724
마포갈매기,한식,갈비/삼겹살,한식 음식점업,별내동,37.6481225992005,127.123635525531
커피에이치,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6459121073364,127.125667216868
전주명가24시콩나물국밥,한식,한식/백반/한정식,한식 음식점업,별내동,37.6458850785005,127.125667533698
구오공오,양식,정통양식/경양식,서양식 음식점업,별내동,37.6576784540407,127.126719273872
전설애장터국밥,한식,한식/백반/한정식,한식 음식점업,별내동,37.6577509615411,127.130435828938
개성손만두요리전문점,한식,한식/백반/한정식,한식 음식점업,별내동,37.6578928621633,127.125254732092
사케&라면,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6458850785005,127.125667533698
별내산채향기,한식,한식/백반/한정식,한식 음식점업,별내동,37.6638105444764,127.126182725771
약초마을,한식,한식/백반/한정식,한식 음식점업,별내동,37.691126648142,127.106507270492
929숯불닭갈비별내점,닭/오리요리,닭갈비전문,한식 음식점업,별내동,37.6512785125172,127.111891908496
마음을울리는떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,별내동,37.6439783274097,127.110460416852
수유리우동집,분식,우동전문점,분식 및 김밥 전문점,별내동,37.6666818421037,127.117307840224
오형제손짜장마을,중식,중국음식/중국집,중식 음식점업,별내동,37.6701128497223,127.118253385342
참치현,일식/수산물,횟집,한식 음식점업,별내동,37.6506525532441,127.113723888701
동궁찜닭,닭/오리요리,찜닭전문점,한식 음식점업,별내동,37.6528220838071,127.114661391486
맘스터치,유흥주점,호프/맥주,기타 주점업,별내동,37.6658662962619,127.117895572007
밥은,한식,한식/백반/한정식,한식 음식점업,별내동,37.6433802363125,127.111204086838
도도안도자기카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6665971964274,127.114429781821
참배갈비,한식,갈비/삼겹살,한식 음식점업,별내동,37.6468867413278,127.109009246097
이치마루,양식,정통양식/경양식,서양식 음식점업,별내동,37.6479764250471,127.123365273643
콩레오,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6723217340478,127.133020420709
영동막창,한식,곱창/양구이전문,한식 음식점업,별내동,37.6666628164841,127.115970547835
맥주가,유흥주점,호프/맥주,기타 주점업,별내동,37.6466442368017,127.125975926818
먹거리,양식,바베큐전문,서양식 음식점업,별내동,37.6915669106569,127.106343246469
와플대학,분식,스낵,분식 및 김밥 전문점,별내동,37.6472825171578,127.12335076555
에이치투엠쿠마키친,일식/수산물,음식점-일식,일식 음식점업,별내동,37.6576669270627,127.126379402822
나가네어떡.어묵당,제과제빵떡케익,떡/한과집,제과점업,별내동,37.6428056373593,127.125952915911
샤넬단란주점,유흥주점,룸살롱/단란주점,일반유흥 주점업,별내동,37.6430308891028,127.121100476588
두찜,한식,한식/백반/한정식,한식 음식점업,별내동,37.6480564119111,127.124429548322
별스시강대표,일식/수산물,음식점-초밥전문,일식 음식점업,별내동,37.6668387355611,127.117804718768
하소카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6538510368773,127.113697207533
할리스커피별내카페거리점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6586592045008,127.127750485454
두메산골,닭/오리요리,오리고기전문,한식 음식점업,별내동,37.6859662325186,127.102090739128
별내림카페,한식,한식/백반/한정식,한식 음식점업,별내동,37.65678764103,127.101682910922
거북이집밥,한식,한식/백반/한정식,한식 음식점업,별내동,37.6664265319205,127.12173146005
불암산수가든,한식,한식/백반/한정식,한식 음식점업,별내동,37.6559952332171,127.101749124179
잠실감자탕,한식,해장국/감자탕,한식 음식점업,별내동,37.6680342295413,127.119830887222
크래프트한스,유흥주점,호프/맥주,기타 주점업,별내동,37.6589313357518,127.127996643698
냠냠,한식,한식/백반/한정식,한식 음식점업,별내동,37.6587371445717,127.12854293256
봉평메밀가,분식,우동전문점,분식 및 김밥 전문점,별내동,37.6511419686682,127.115304627153
참숯한우천국,한식,한식/백반/한정식,한식 음식점업,별내동,37.6529005115843,127.128826469239
가장맛있는족발,한식,족발/보쌈전문,한식 음식점업,별내동,37.6471633711879,127.123080199464
두레박야채가게,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6466197508678,127.114236415837
쇼쿠요쿠,일식/수산물,음식점-일식,일식 음식점업,별내동,37.6439783274097,127.110460416852
채뜨락샤브샤브,별식/퓨전요리,샤브샤브전문,한식 음식점업,별내동,37.6500785621626,127.112880782101
홍루이젠,패스트푸드,패스트푸드,그외 기타 음식점업,별내동,37.6578731405228,127.126240983735
산들김밥,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6676858215079,127.116615846794
그레그래,한식,한식/백반/한정식,한식 음식점업,별내동,37.6652279143992,127.11446871973
카페공강,한식,한식/백반/한정식,한식 음식점업,별내동,37.6434001331197,127.111453139586
투썸플레이스,한식,한식/백반/한정식,한식 음식점업,별내동,37.6583265197401,127.12784504672
브레드셀프,제과제빵떡케익,제과점,제과점업,별내동,37.666137968281,127.115670732881
쁘왈란,패스트푸드,패스트푸드,그외 기타 음식점업,별내동,37.6573749795734,127.127108167086
세꼬시,일식/수산물,음식점-일식,일식 음식점업,별내동,37.6474324780884,127.124130909424
오꾸꼬별내2호점,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.664764755933,127.117591238992
별내사랑방,한식,한식/백반/한정식,한식 음식점업,별내동,37.6779513324206,127.113376574261
바른치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6581014855528,127.126657650931
피니치니,한식,한식/백반/한정식,한식 음식점업,별내동,37.6524716458066,127.114790212112
화통삼,한식,한식/백반/한정식,한식 음식점업,별내동,37.6655933149343,127.115133127765
투썸,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6531934130934,127.117320201935
그집식빵,제과제빵떡케익,제과점,제과점업,별내동,37.6503691688717,127.113183300483
피렌체테이블,양식,정통양식/경양식,서양식 음식점업,별내동,37.6501546112849,127.120631229409
갈매한식부페,부페,한식부페,한식 음식점업,별내동,37.6454385434525,127.126205356664
니어앤디어,양식,정통양식/경양식,서양식 음식점업,별내동,37.6578614550172,127.128315163184
뉴욕야시장,유흥주점,호프/맥주,기타 주점업,별내동,37.6668387355611,127.117804718768
덕부네가정식백반,한식,한식/백반/한정식,한식 음식점업,별내동,37.6529005115843,127.128826469239
DAMSO,한식,보리밥전문,한식 음식점업,별내동,37.694817338947,127.104852821326
별내돼지불백앗싸포차,유흥주점,호프/맥주,기타 주점업,별내동,37.6466442368017,127.125975926818
릴렉스라운지별내점,양식,정통양식/경양식,서양식 음식점업,별내동,37.6576188657209,127.128408667628
설기고,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6456889660586,127.125953125353
남도의향,한식,한식/백반/한정식,한식 음식점업,별내동,37.656181154524,127.103684877112
페리카나별내점,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6456889660586,127.125953125353
이영커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6591538942722,127.127631360196
블랙앤쿡,한식,한식/백반/한정식,한식 음식점업,별내동,37.6477548035615,127.122642628828
프라이빗,양식,정통양식/경양식,서양식 음식점업,별내동,37.6575811100582,127.126958418015
스틸러,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.651361937211,127.114599398415
매콤스,한식,한식/백반/한정식,한식 음식점업,별내동,37.6458850785005,127.125667533698
아르티아고,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6508797023797,127.111579348075
볼,한식,한식/백반/한정식,한식 음식점업,별내동,37.6587664335015,127.128848600224
더맛,제과제빵떡케익,제과점,제과점업,별내동,37.6660025111382,127.131393708651
경기떡집,제과제빵떡케익,떡전문,제과점업,별내동,37.6518807885898,127.111703413611
본스치킨별내점,유흥주점,호프/맥주,기타 주점업,별내동,37.6499344944398,127.120112536507
별내청학동부침개,유흥주점,호프/맥주,기타 주점업,별내동,37.6454385434525,127.126205356664
한우고기소,한식,기타고기요리,한식 음식점업,별내동,37.651866863929,127.112247546311
그리다,한식,한식/백반/한정식,한식 음식점업,별내동,37.657523528845,127.126483084685
제이글로벌앤,한식,한식/백반/한정식,한식 음식점업,별내동,37.6458850785005,127.125667533698
플랫그레이,한식,한식/백반/한정식,한식 음식점업,별내동,37.6675735461206,127.116061760876
베스트비어,유흥주점,호프/맥주,기타 주점업,별내동,37.6573520205526,127.116760964989
후라이드참잘하는집,유흥주점,호프/맥주,기타 주점업,별내동,37.6448756557939,127.111163605462
어부가,일식/수산물,갈치/생선구이,한식 음식점업,별내동,37.6687266906637,127.135487981085
싹쓰리,한식,한식/백반/한정식,한식 음식점업,별내동,37.6504459288871,127.113805671227
2대맛태남양주별내점,일식/수산물,갈치/생선구이,한식 음식점업,별내동,37.6545027383112,127.104543697476
고양이카페38.5,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6663231558143,127.11753878497
원조50년엄마손맛집,한식,한식/백반/한정식,한식 음식점업,별내동,37.647239417684,127.107985158825
고개가든통추어탕,한식,추어탕전문,한식 음식점업,별내동,37.6519962909777,127.10196728457
청와삼대,한식,한식/백반/한정식,한식 음식점업,별내동,37.6433701169675,127.111056899852
김밥나라,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6499180938157,127.113109337829
이서테이블,한식,한식/백반/한정식,한식 음식점업,별내동,37.6530835821669,127.112289725684
태형전기플레이비엠지점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6489917879073,127.109754688357
이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6461968614505,127.126400445436
꾸이스타,한식,한식/백반/한정식,한식 음식점업,별내동,37.6483065780503,127.124143308727
미나요시,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6656554306779,127.117410673553
명가식당,한식,한식/백반/한정식,한식 음식점업,별내동,37.6671932758843,127.115816901371
산장커피숍,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6537117042345,127.104791187989
소물리에정육식당,한식,기타고기요리,한식 음식점업,별내동,37.6582746880866,127.130588391484
쥬씨삼육대점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.644084648026,127.110221188351
멤버,유흥주점,호프/맥주,기타 주점업,별내동,37.6454385434525,127.126205356664
더램,한식,기타고기요리,한식 음식점업,별내동,37.656625244037,127.129292953058
비트락,한식,한식/백반/한정식,한식 음식점업,별내동,37.646875127918,127.125519945422
돈통마늘보쌈,한식,족발/보쌈전문,한식 음식점업,별내동,37.6507992428675,127.112860876855
만나뚝배기,한식,한식/백반/한정식,한식 음식점업,별내동,37.6515561027843,127.111661950769
싸다맥주창고,유흥주점,호프/맥주,기타 주점업,별내동,37.6464474522758,127.12617087385
예랑,한식,한식/백반/한정식,한식 음식점업,별내동,37.6660698843883,127.11620427651
샌디버거,패스트푸드,패스트푸드,그외 기타 음식점업,별내동,37.6501546112849,127.120631229409
88스테이크,양식,스테이크전문점,서양식 음식점업,별내동,37.6523266422221,127.114678606238
씨에프커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6573520205526,127.116760964989
피니치니,닭/오리요리,후라이드/양념치킨,치킨 전문점,별내동,37.6501546112849,127.120631229409
별내린,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.665817023204,127.114926446184
테트리스찜닭,한식,한식/백반/한정식,한식 음식점업,별내동,37.6583954451672,127.126200861676
뚱볶이,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6524716458066,127.114790212112
계룡산업남양주별내식당,한식,한식/백반/한정식,한식 음식점업,별내동,37.6653105318006,127.114671762595
홍짜장별내신도시점,중식,중국음식/중국집,중식 음식점업,별내동,37.6454385434525,127.126205356664
계절포차,한식,한식/백반/한정식,한식 음식점업,별내동,37.6430308891028,127.121100476588
까,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6463150048376,127.109661988194
버치,양식,정통양식/경양식,서양식 음식점업,별내동,37.6516967563819,127.111195638018
부산빨간어묵포차,유흥주점,소주방/포장마차,기타 주점업,별내동,37.6428056373593,127.125952915911
미쓰봉닭한마리,닭/오리요리,삼계탕전문,한식 음식점업,별내동,37.6665903074577,127.121944893092
보노,양식,정통양식/경양식,서양식 음식점업,별내동,37.6676858215079,127.116615846794
이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6558123766151,127.126593797547
킹콩노래타운단란주점,유흥주점,룸살롱/단란주점,일반유흥 주점업,별내동,37.6456889660586,127.125953125353
도란도란,유흥주점,호프/맥주,기타 주점업,별내동,37.6547498720487,127.124260293206
청춘1982,한식,한식/백반/한정식,한식 음식점업,별내동,37.6660777528467,127.118459809877
한우앤한돈싱싱목장,한식,기타고기요리,한식 음식점업,별내동,37.649321741048,127.108107573098
메이젠,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,별내동,37.6578928621633,127.125254732092
한솥,패스트푸드,도시락전문점,한식 음식점업,별내동,37.6498781553108,127.113789753254
815종합어시장,일식/수산물,횟집,한식 음식점업,별내동,37.6515892076166,127.129397086121
배달연구소,한식,한식/백반/한정식,한식 음식점업,별내동,37.6512596030571,127.115371226955
유명한김밥,분식,라면김밥분식,분식 및 김밥 전문점,별내동,37.6479764250471,127.123365273643
알쌈쭈꾸미,일식/수산물,수산물전문음식점-종합,한식 음식점업,별내동,37.6570234679183,127.125876937659
